referenceid	timestamp_started	timestamp_finished	username	db_id	trialid	source_register	title	web_address	trns	completion_month	is_german_covidevidence	is_german_in_germany	is_german_drks	is_german_euctr	is_searched_cutoff_2	is_searched_cutoff_3	abstract	soc	flag_review	comments
289	2021-12-23 09:20:40	2021-12-23 09:23:00	nahildebrand	tri03593	NCT04444271	ClinicalTrials.gov	Mesenchymal Stem Cell Infusion for COVID-19 Infection	https://clinicaltrials.gov/show/NCT04444271	NCT04444271	2020-08-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
285	2021-12-23 09:23:09	2021-12-28 08:51:28	nahildebrand	tri03533	NCT04437875	ClinicalTrials.gov	An Open Study of the Safety, Tolerability and Immunogenicity of 'Gam-COVID-Vac Lyo' Vaccine Against COVID-19	https://clinicaltrials.gov/show/NCT04437875	NCT04437875	2020-08-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
284	2021-12-23 09:23:59	2021-12-28 08:49:22	nahildebrand	tri03525	NCT04436471	ClinicalTrials.gov	An Open Study of the Safety, Tolerability and Immunogenicity of the Drug 'Gam-COVID-Vac' Vaccine Against COVID-19	https://clinicaltrials.gov/show/NCT04436471	NCT04436471	2020-08-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	TRUE	Should it be documented as Gam-COVID-Vac or adenoviral-based vaccine against SARS-CoV-2?
283	2021-12-23 09:24:13	2021-12-23 09:28:01	nahildebrand	tri05429	NCT04433988	ClinicalTrials.gov	Efficacy of Pentoxifylline as Add on Therapy in COVID19 Patients	https://clinicaltrials.gov/show/NCT04433988	NCT04433988	2021-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		NULL	NULL	NULL
282	2021-12-23 09:28:07	2021-12-23 09:31:11	nahildebrand	tri03489	NCT04433013	ClinicalTrials.gov	A Randomized Controlled Trial Assessing the Efficacy of Lianhua Qingwen as an Adjuvant Treatment in Patients With Mild Symptoms of COVID-19	https://clinicaltrials.gov/show/NCT04433013	NCT04433013	2020-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
281	2021-12-23 09:31:15	2021-12-28 08:46:59	nahildebrand	tri03488	NCT04432987	ClinicalTrials.gov	Dornase Alpha for the Treatment of COVID-19	https://clinicaltrials.gov/show/NCT04432987		2020-08-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	TRUE	NULL
278	2021-12-23 09:32:02	2021-12-23 09:42:32	nahildebrand	tri03244	NCT04427865	ClinicalTrials.gov	Utility of Lactoferrin as a Preventive Agent for Healthcare Workers Exposed to COVID-19	https://clinicaltrials.gov/show/NCT04427865	NCT04427865	2020-09-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
279	2021-12-23 09:42:36	2021-12-23 09:44:45	nahildebrand	tri03162	NCT04429763	ClinicalTrials.gov	Safety and Efficacy of Mesenchymal Stem Cells in the Management of Severe COVID-19 Pneumonia	https://clinicaltrials.gov/show/NCT04429763	NCT04429763	2020-09-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
274	2021-12-23 09:44:50	2021-12-23 09:46:18	nahildebrand	tri03110	NCT04422678	ClinicalTrials.gov	The Safety & Efficacy of Imatinib for the Treatment of SARS-COV-2 Induced Pneumonia	https://clinicaltrials.gov/show/NCT04422678	NCT04422678	2020-09-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
275	2021-12-23 09:46:26	2021-12-23 09:47:27	nahildebrand	tri03020	NCT04424134	ClinicalTrials.gov	BromhexIne And Spironolactone For Coron?VirUs Infection Requiring HospiTalization	https://clinicaltrials.gov/show/NCT04424134	NCT04424134	2020-07-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
272	2021-12-23 09:47:31	2021-12-23 09:48:52	nahildebrand	tri03009	NCT04421534	ClinicalTrials.gov	Utility of Lactoferrin as an Adjunct Therapeutic Agent for COVID-19	https://clinicaltrials.gov/show/NCT04421534	NCT04421534	2020-09-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
271	2021-12-23 10:14:24	2021-12-23 10:17:38	nahildebrand	tri03008	NCT04421391	ClinicalTrials.gov	QuadraMune(TM) for Prevention of COVID-19	https://clinicaltrials.gov/show/NCT04421391	NCT04421391	2020-11-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	TRUE	The natural ingredients of QuadraMune are Pterostilbene, Epigallocatechin gallate (EGCG), Sulforaphane, and Thymoquinone. Should these be listed in the intervention instead?
269	2021-12-23 10:17:43	2021-12-23 10:21:47	nahildebrand	tri02984	NCT04418128	ClinicalTrials.gov	Clinical Efficacy of Nafamostat Mesylate for COVID-19 Pneumonia	https://clinicaltrials.gov/show/NCT04418128	NCT04418128	2021-03-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		Hydroxychloroquine;Lopinavir;Low Flow Extracorporeal Membrane Oxygenation (ECMO);Oxygen;Ritonavir;antibiotics;invasive ventilation;non-invasive ventilation;renal replacement therapies	NULL	NULL
270	2021-12-23 10:21:51	2021-12-28 08:40:27	nahildebrand	tri02997	NCT04420260	ClinicalTrials.gov	Primary Prevention of Infection by COVID-19 in Health Providers	https://clinicaltrials.gov/show/NCT04420260	NCT04420260	2020-09-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	TRUE	Unsure of how to document the oropharyngeal spray and immunostimulant emulsion - multiple categories, traditional medicine, dietary supplement? The oropharyngeal spray is composed of 3 natural bioactive substances?
255	2021-12-23 10:23:07	2021-12-23 10:28:52	nahildebrand	tri03404	NCT04393948	ClinicalTrials.gov	Lung Irradiation for COVID-19 Pneumonia	https://clinicaltrials.gov/show/NCT04393948	NCT04393948	2020-10-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
252	2021-12-23 10:28:55	2021-12-28 04:02:28	nahildebrand	tri02268	NCT04393415	ClinicalTrials.gov	Using PRP and Cord Blood in Treatment of Covid -19	https://clinicaltrials.gov/show/NCT04393415		2020-08-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	TRUE	I am not sure what LGF is? cord blood?
246	2021-12-23 10:31:17	2021-12-23 10:35:56	nahildebrand	tri02067	NCT04391712	ClinicalTrials.gov	Photobiomodulation Laser Therapy for COVID-19 Positive Patients With Pulmonary Disease	https://clinicaltrials.gov/show/NCT04391712		2020-05-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
245	2021-12-23 10:36:01	2021-12-23 10:38:15	nahildebrand	tri02060	NCT04390412	ClinicalTrials.gov	Low Dose Radiotherapy in COVID-19 Pneumonia	https://clinicaltrials.gov/show/NCT04390412	NCT04390412; IRCT20200509047366N1	2020-08-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	TRUE	Wasn't sure if I should document the intervention as just radiation or low dose radiotherapy 
241	2021-12-23 10:38:19	2021-12-23 10:44:02	nahildebrand	tri02054	NCT04389801	ClinicalTrials.gov	Use of Desferal for Prevention of ARDS in Hospitalised Cases Documented With Covid 19 Infection	https://clinicaltrials.gov/show/NCT04389801		2020-09-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		Corticosteroids (Unspecified);Hydroxychloroquine;Low molecular weight heparin (LMWH);antibiotics	NULL	NULL
239	2021-12-23 10:44:25	2021-12-23 10:45:48	nahildebrand	tri02049	NCT04389385	ClinicalTrials.gov	COVID-19 Specific T Cell Derived Exosomes (CSTC-Exo)	https://clinicaltrials.gov/show/NCT04389385		2020-09-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
254	2021-12-23 10:47:45	2021-12-28 04:31:52	nahildebrand	tri02149	NCT04393792	ClinicalTrials.gov	SINUS WASH Pilot Study in Adults Testing Positive for COVID-19	https://clinicaltrials.gov/show/NCT04393792	NCT04393792; EUCTR2020-001721-31	2020-08-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
793	2021-12-29 09:27:35	2021-12-29 09:28:04	ndevito	tri08505	NCT04836780	ClinicalTrials.gov	DEXamethasone EARLY Administration in Hospitalized Patients With Covid-19 Pneumonia	https://clinicaltrials.gov/show/NCT04836780	NCT04836780	2021-06-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	NULL
791	2021-12-29 09:28:10	2022-01-21 04:32:29	ndevito	tri08465	NCT04748783	ClinicalTrials.gov	Antiviral Efficacy and Acceptability of Mouth Rinses for Inactivation of COVID-19	https://clinicaltrials.gov/show/NCT04748783	NCT04748783	2021-04-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	NULL
790	2021-12-29 09:29:35	2021-12-29 09:31:02	ndevito	tri06918	NCT04644185	ClinicalTrials.gov	The Efficacy and Safety of SCTA01 in Hospitalized Patients With Severe COVID-19	https://clinicaltrials.gov/show/NCT04644185	NCT04644185	2021-06-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		NULL	NULL	NULL
789	2021-12-29 09:31:08	2021-12-29 09:33:58	ndevito	tri06998	NCT04539262	ClinicalTrials.gov	Study in Participants With Early Stage Coronavirus Disease 2019 (COVID-19) to Evaluate the Safety, Efficacy, and Pharmacokinetics of Remdesivir Administered by Inhalation	https://clinicaltrials.gov/show/NCT04539262	NCT04539262	2021-02-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		NULL	NULL	I'm collapsing this to a Remdesivir arm and a Placebo arm because at the core that's what it is. Otherwise a mess for our coding system as it has  tx, tx+placebo, and placebo arms across multiple sub-studies.
776	2021-12-29 09:34:05	2021-12-29 09:36:44	ndevito	tri05241	ISRCTN11970082	ISRCTN	Effect of the drug indomethacin in the treatment of COVID-19 patients	http://www.isrctn.com/ISRCTN11970082	ISRCTN11970082	2021-01-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		NULL	NULL	NULL
775	2021-12-29 09:37:05	2021-12-29 09:37:57	ndevito	tri08224	ISRCTN13593711	ISRCTN	A study to evaluate the safety and efficacy of tocilizumab in patients with severe COVID-19 pneumonia	http://www.isrctn.com/ISRCTN13593711	ISRCTN13593711	2020-07-01	FALSE	TRUE	FALSE	FALSE		TRUE		NULL	NULL	NULL
670	2021-12-29 09:38:15	2021-12-29 09:39:34	ndevito	tri01062	ChiCTR2000032165	ChiCTR	A multicenter, randomized, double-blind, parallel-controlled trial for Qi-Mai-Fei-Luo-Ping Mixture in the improvement of lung function of novel coronavirus pneumonia (COVID-19) in the convalescent period	http://www.chictr.org.cn/showprojen.aspx?proj=52679	ChiCTR2000032165	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		Rehabilitation;Respiratory Training	NULL	NULL
695	2021-12-29 09:52:18	2021-12-29 09:52:55	ndevito	tri02175	NCT04397328	ClinicalTrials.gov	COVID-19 PEP- High-risk Individuals in Long-term and Specialized Care - Canada	https://clinicaltrials.gov/show/NCT04397328	NCT04397328	2021-04-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		NULL	NULL	NULL
696	2021-12-29 09:53:14	2021-12-29 09:53:49	ndevito	tri02510	NCT04408209	ClinicalTrials.gov	Convalescent Plasma for the Treatment of Patients With Severe COVID-19 Infection	https://clinicaltrials.gov/show/NCT04408209	NCT04408209	2021-08-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		NULL	NULL	NULL
698	2021-12-29 09:53:53	2021-12-29 09:54:25	ndevito	tri03136	NCT04425837	ClinicalTrials.gov	Effectiveness and Safety of Convalescent Plasma in Patients With High-risk COVID-19	https://clinicaltrials.gov/show/NCT04425837	NCT04425837	2021-02-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		NULL	NULL	NULL
699	2021-12-29 09:54:30	2021-12-29 09:54:58	ndevito	tri03540	NCT04438694	ClinicalTrials.gov	Assessment of the Effect of Convalescent Plasma Therapy in Patients With Life-threatening COVID19 Infection	https://clinicaltrials.gov/show/NCT04438694	NCT04438694	2021-05-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		NULL	NULL	NULL
710	2021-12-29 09:55:09	2021-12-29 09:56:24	ndevito	tri06468	NCT04573153	ClinicalTrials.gov	Metabolic Cofactor Supplementation and Hydroxychloroquine Combination in Covid-19 Patients	https://clinicaltrials.gov/show/NCT04573153	NCT04573153	2021-01-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		Hydroxychloroquine	NULL	NULL
711	2021-12-29 09:56:31	2021-12-29 09:57:43	ndevito	tri06636	NCT04597775	ClinicalTrials.gov	Chemoprevention Clinical Trial of COVID-19: Hydroxychloroquine Post Exposure Prophylaxis	https://clinicaltrials.gov/show/NCT04597775	NCT04597775	2021-01-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		NULL	NULL	NULL
725	2021-12-29 09:57:51	2021-12-29 09:58:37	ndevito	tri04509	CTRI/2020/05/025209	CTRI	A clinical trial for validating therapeutic efficacy of convalescent plasma in severe COVID-19 disease	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43251	CTRI/2020/05/025209	2020-10-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		NULL	NULL	NULL
727	2021-12-29 09:59:07	2021-12-29 10:01:13	ndevito	tri04628	CTRI/2020/06/025768	CTRI	An open label Randomized Controlled Clinical trial to Evaluate the Safety and Efficacy of selected Siddha formulations in patients diagnosed with COVID-19	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=44445	CTRI/2020/06/025768	2020-12-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		Azithromycin;Ceftriaxone;Dexamethasone;Low molecular weight heparin (LMWH);Remdesivir;Vitamin C;Zinc	NULL	NULL
712	2021-12-29 10:01:17	2021-12-29 10:02:52	ndevito	tri06862	NCT04634422	ClinicalTrials.gov	Plasma Exchange (PLEX) and Convalescent Plasma (CCP) in COVID-19 Patients With Multiorgan Failure	https://clinicaltrials.gov/show/NCT04634422	NCT04634422	2021-06-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		NULL	NULL	NULL
726	2021-12-29 10:03:00	2021-12-29 10:03:30	ndevito	tri04563	CTRI/2020/05/025369	CTRI	A study on treatment of COVID-19 patients with study drug along with standard of care	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43485	CTRI/2020/05/025369	2020-10-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		NULL	NULL	NULL
729	2021-12-29 10:04:31	2021-12-29 10:06:51	ndevito	tri04643	CTRI/2020/06/025849	CTRI	Study to Evaluate the Safety and Efficacy of a Combination of Nitazoxanide and Hydroxychloroquine Versus Hydroxychloroquine Alone in COVID-19 Patients	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=44408	CTRI/2020/06/025849	2020-10-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		Hydroxychloroquine	NULL	NULL
774	2021-12-29 10:07:05	2021-12-29 10:08:06	ndevito	tri08221	ISRCTN16806663	ISRCTN	A clinical trial to evaluate the effects of inhaled nitric oxide gas among COVID-19 patients with pneumonia	http://www.isrctn.com/ISRCTN16806663	ISRCTN16806663	2021-02-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	NULL
768	2021-12-29 10:08:12	2021-12-29 10:09:43	ndevito	tri05718	NCT04476680	ClinicalTrials.gov	Influence of Military Preventive Policy for reCruit Training on COVID-19 Seroconversion	https://clinicaltrials.gov/show/NCT04476680	NCT04476680	2021-04-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		NULL	NULL	NULL
764	2021-12-29 10:09:53	2021-12-29 10:10:25	ndevito	tri06120	NCT04525820	ClinicalTrials.gov	High Dose Vitamin-D Substitution in Patients With COVID-19: a Randomized Controlled, Multi Center Study	https://clinicaltrials.gov/show/NCT04525820	NCT04525820	2021-05-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		NULL	NULL	NULL
752	2021-12-29 10:10:38	2021-12-29 10:11:35	ndevito	tri07790	IRCT20200424047184N1	IRCT	Hydroxychloroquine in prevention of sever forms of COVID-19 in healthcare workers	http://en.irct.ir/trial/47775	IRCT20200424047184N1	2020-12-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	NULL
765	2021-12-29 10:11:44	2021-12-29 10:12:37	ndevito	tri07023	NCT04575038	ClinicalTrials.gov	CRISIS2: A Phase 2 Study of the Safety and Antiviral Activity of Brequinar in Non-hospitalized Pts With COVID-19	https://clinicaltrials.gov/show/NCT04575038	NCT04575038	2021-04-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		NULL	NULL	NULL
1073	2022-01-02 08:18:47	2022-01-04 15:58:24	nahildebrand	tri04524	CTRI/2020/05/025276	CTRI	effect of Ayurvedic intervention in COVID-19 positive cases	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43892	CTRI/2020/05/025276	2020-06-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
356	2022-01-02 08:19:16	2022-01-06 09:24:47	nahildebrand	tri07210	NCT04666116	ClinicalTrials.gov	Changes in Viral Load in COVID-19 After Probiotics	https://clinicaltrials.gov/show/NCT04666116	NCT04666116	2020-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	TRUE	NULL
358	2022-01-02 08:21:01	2022-01-02 08:23:26	nahildebrand	tri06139	NCT04527562	ClinicalTrials.gov	Colchicine in Moderate Symptomatic COVID-19 Patients	https://clinicaltrials.gov/show/NCT04527562	NCT04527562	2020-11-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		Fexofenadine;Paracetamol;gurgle of lukewarm water;steam inhalation	NULL	NULL
348	2022-01-02 08:23:30	2022-01-05 18:24:30	nahildebrand	tri01300	NCT04359797	ClinicalTrials.gov	COVID-19 Patient Positioning Pragmatic Trial	https://clinicaltrials.gov/show/NCT04359797	NCT04359797	2020-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	TRUE	NULL
349	2022-01-02 08:23:53	2022-01-02 08:25:26	nahildebrand	tri01827	NCT04380688	ClinicalTrials.gov	Acalabrutinib Study With Best Supportive Care Versus Best Supportive Care in Subjects Hospitalized With COVID-19.	https://clinicaltrials.gov/show/NCT04380688	NCT04380688; EUCTR2020-001644-25	2020-11-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
342	2022-01-02 08:25:41	2022-01-02 08:27:13	nahildebrand	tri06926	NCT04645407	ClinicalTrials.gov	Effects of Fuzheng Huayu Tablets on COVID-19	https://clinicaltrials.gov/show/NCT04645407	NCT04645407	2020-04-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
341	2022-01-02 08:27:38	2022-01-06 09:29:08	nahildebrand	tri06851	NCT04632602	ClinicalTrials.gov	Awake Prone Position to Reduce Ventilation Inhomogeneity in COVID-19 Acute Respiratory Failure	https://clinicaltrials.gov/show/NCT04632602	NCT04632602	2020-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	TRUE	NULL
429	2022-01-02 08:27:56	2022-01-02 08:30:20	nahildebrand	tri07034	NCT04584567	ClinicalTrials.gov	OD-doxy-PNV-COVID-19 Old Drug ' DOXY ' for Prevention of New Virus ' COVID-19 '	https://clinicaltrials.gov/show/NCT04584567	NCT04584567	2021-02-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
431	2022-01-02 08:30:28	2022-01-02 08:31:15	nahildebrand	tri03196	NCT04311177	ClinicalTrials.gov	Losartan for Patients With COVID-19 Not Requiring Hospitalization	https://clinicaltrials.gov/show/NCT04311177	NCT04311177	2021-02-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
427	2022-01-02 08:31:21	2022-01-02 08:32:09	nahildebrand	tri05432	NCT04435522	ClinicalTrials.gov	Maraviroc in Patients With Moderate and Severe COVID-19	https://clinicaltrials.gov/show/NCT04435522	NCT04435522	2020-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
426	2022-01-02 08:32:21	2022-01-02 08:37:57	nahildebrand	tri02516	NCT04409327	ClinicalTrials.gov	Phase 2 Study to Determine if RTB101 Reduces the Severity of COVID-19 in Older Adults Residing in Nursing Homes	https://clinicaltrials.gov/show/NCT04409327	NCT04409327	2020-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
418	2022-01-02 08:38:05	2022-01-02 08:39:07	nahildebrand	tri05805	NCT04486001	ClinicalTrials.gov	Study of Intravenous Administration of Allogeneic Adipose Stem Cells for COVID-19	https://clinicaltrials.gov/show/NCT04486001	NCT04486001	2022-01-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
413	2022-01-02 08:39:17	2022-01-02 08:42:21	nahildebrand	tri01227	NCT04365127	ClinicalTrials.gov	Progesterone for the Treatment of COVID-19 in Hospitalized Men	https://clinicaltrials.gov/show/NCT04365127	NCT04365127	2020-08-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
419	2022-01-02 08:42:29	2022-01-02 08:43:29	nahildebrand	tri05834	NCT04488575	ClinicalTrials.gov	Safety and Efficacy of EDP1815 in the Treatment of Patients Hospitalized With COVID-19 Infection	https://clinicaltrials.gov/show/NCT04488575	NCT04488575	2021-07-01	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		NULL	NULL	NULL
411	2022-01-02 08:43:39	2022-01-06 09:21:14	nahildebrand	tri02251	NCT04346693	ClinicalTrials.gov	An Open Randomized Study of Dalargin Effectiveness in Patients With Severe and Critical Manifestations of SARS-COVID-19	https://clinicaltrials.gov/show/NCT04346693	NCT04346693	2020-11-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		Azithromycin;Hydroxychloroquine;Tocilizumab	NULL	NULL
405	2022-01-02 08:46:32	2022-01-02 08:47:38	nahildebrand	tri01950	NCT04386239	ClinicalTrials.gov	Study on the Use of Sarilumab in Patients With COVID-19 Infection	https://clinicaltrials.gov/show/NCT04386239		2021-01-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		Chloroquine;Hydroxychloroquine	NULL	NULL
403	2022-01-02 08:47:45	2022-01-02 08:49:17	nahildebrand	tri03026	NCT04322682	ClinicalTrials.gov	Colchicine Coronavirus SARS-CoV2 Trial (COLCORONA)	https://clinicaltrials.gov/show/NCT04322682	NCT04322682; EUCTR2020-001689-12	2021-01-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
363	2022-01-02 08:50:34	2022-01-06 09:05:54	nahildebrand	tri06718	NCT04610567	ClinicalTrials.gov	Treatment of Patients With Mild Coronavirus-19 (COVID-19) Disease With Methotrexate Associated to LDL Like Nanoparticles (Nano-COVID19)	https://clinicaltrials.gov/show/NCT04610567	NCT04610567	2021-03-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	TRUE	Placebo group received placebo-LDE
1074	2022-01-04 15:45:35	2022-01-04 15:47:49	nahildebrand	tri04546	CTRI/2020/05/025338	CTRI	Evaluation of Efficacy and Safety of Ayurveda Intervention (Ayush -64) in the management of COVID-19 infection (Asymptomatic &Mild to Moderate symptoms	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=44033	CTRI/2020/05/025338	2020-09-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
1075	2022-01-04 15:47:54	2022-01-04 15:51:06	nahildebrand	tri04562	CTRI/2020/05/025385	CTRI	Research study to evaluate the impact of Selected Ayurvedic interventions in containment zone	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43953	CTRI/2020/05/025385	2020-08-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	TRUE	I am not sure about the control. 
1076	2022-01-04 15:51:11	2022-01-04 15:54:04	nahildebrand	tri04568	CTRI/2020/05/025397	CTRI	A study to evaluate the effect and safety of a phytopharmaceutical drug in treatment of Coronavirus infection	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43702	CTRI/2020/05/025397	2020-08-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
1077	2022-01-04 15:54:07	2022-01-04 15:57:10	nahildebrand	tri04599	CTRI/2020/06/025556	CTRI	A clinical trial to know the effect of VirulinaÂ® along with standard treatment in covid 19 positive patients.	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=44144	CTRI/2020/06/025556	2020-08-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
1078	2022-01-04 15:58:29	2022-01-04 15:59:26	nahildebrand	tri04707	CTRI/2020/06/026262	CTRI	Single Center,Study on Evaluation of use of,â??AYURCOVâ?? as add on therapy for Treatment of SARS-CoV-2 Infection in COVID-19 Patients,at Tertiary Care Center.	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43889	CTRI/2020/06/026262	2020-10-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
1079	2022-01-04 15:59:30	2022-01-04 16:00:51	nahildebrand	tri04733	CTRI/2020/07/026433	CTRI	Effect of Ayurveda medicinein Covid-19 mild symptoms	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=45252	CTRI/2020/07/026433	2020-10-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		Azithromycin;Pantoprazole	NULL	NULL
1080	2022-01-04 16:00:55	2022-01-04 16:02:28	nahildebrand	tri04735	CTRI/2020/07/026462	CTRI	A study to observe and assess the safety and efficacy of Unani regimen in preventing the progression of severity of asymptomatic mild to moderate symptomatic cases.	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=44637	CTRI/2020/07/026462	2020-09-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
1081	2022-01-04 16:02:34	2022-01-04 16:03:15	nahildebrand	tri04764	CTRI/2020/07/026570	CTRI	Safety and efficacy of Ayurvedic Capsule in mild to moderate COVID-19 infection.	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=45007	CTRI/2020/07/026570	2020-09-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
1082	2022-01-04 16:03:26	2022-01-05 18:26:10	nahildebrand	tri04828	CTRI/2020/07/026839	CTRI	Study of Shreepad Shree Vallabh SSV Formulation in management of COVID-19	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=45994	CTRI/2020/07/026839	2020-09-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		Azithromycin;Hydroxychloroquine;vitamins	NULL	NULL
1083	2022-01-04 16:06:44	2022-01-04 16:11:03	nahildebrand	tri04853	CTRI/2020/08/026999	CTRI	Evaluate the Efficacy of Siddha Treatment in Patients with Novel Coronavirus Infectious Disease (COVID-19)	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=46134	CTRI/2020/08/026999	2020-11-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		Bromhexine;Doxycycline;Ivermectin;Montelukast;Omeprazole;Ondansetron;Paracetamol;Vitamin C;Zinc	NULL	NULL
