referenceid	username	db_id	trialid	source_register	title	web_address	trns	completion_month	is_german_covidevidence	is_german_in_germany	is_german_drks	is_german_euctr	is_searched_cutoff_2	is_searched_cutoff_3	abstract	type	control_type	placebo_plus_soc	category	intervention	intervention_plus_soc
595	joschwietering	tri02513	NCT04408456	ClinicalTrials.gov	Efficacy of Hydroxychloroquine (HCQ) as Post Exposure Prophylaxis (PEP) for Prevention of COVID-19	https://clinicaltrials.gov/show/NCT04408456	NCT04408456	2020-07-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	undefined_soc	NULL	NULL	NULL	NULL
591	joschwietering	tri03081	NCT04391127	ClinicalTrials.gov	Hydroxychloroquine and Ivermectin for the Treatment of COVID-19 Infection	https://clinicaltrials.gov/show/NCT04391127	NCT04391127	2020-11-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	drug	Hydroxychloroquine	defined_soc
591	joschwietering	tri03081	NCT04391127	ClinicalTrials.gov	Hydroxychloroquine and Ivermectin for the Treatment of COVID-19 Infection	https://clinicaltrials.gov/show/NCT04391127	NCT04391127	2020-11-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	placebo	defined_soc	NULL	NULL	NULL
589	joschwietering	tri05396	NCT04383717	ClinicalTrials.gov	Levamisole and Isoprinosine in the Treatment of COVID19: A Proposed Therapeutic Trial	https://clinicaltrials.gov/show/NCT04383717		2020-08-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	drug	Isoprinosin;Levamisol	no
589	joschwietering	tri05396	NCT04383717	ClinicalTrials.gov	Levamisole and Isoprinosine in the Treatment of COVID19: A Proposed Therapeutic Trial	https://clinicaltrials.gov/show/NCT04383717		2020-08-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	drug	Azithromycin;Hydroxychloroquine	no
588	joschwietering	tri03380	NCT04380818	ClinicalTrials.gov	Low Dose Anti-inflammatory Radiotherapy for the Treatment of Pneumonia by COVID-19	https://clinicaltrials.gov/show/NCT04380818		2021-05-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	procedure	Radiation	defined_soc
588	joschwietering	tri03380	NCT04380818	ClinicalTrials.gov	Low Dose Anti-inflammatory Radiotherapy for the Treatment of Pneumonia by COVID-19	https://clinicaltrials.gov/show/NCT04380818		2021-05-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	defined_soc	NULL	NULL	NULL	NULL
586	joschwietering	tri02942	NCT04346589	ClinicalTrials.gov	Convalescent Antibodies Infusion in Critically Ill COVID 19 Patients	https://clinicaltrials.gov/show/NCT04346589	NCT04346589	2020-08-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	biologics	Convalescent Plasma	no
585	joschwietering	tri05347	NCT04336748	ClinicalTrials.gov	HCQ for Primary Prophylaxis Against COVID19 in Health-care Workers	https://clinicaltrials.gov/show/NCT04336748	NCT04336748	2020-07-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	drug	Hydroxychloroquine	no
585	joschwietering	tri05347	NCT04336748	ClinicalTrials.gov	HCQ for Primary Prophylaxis Against COVID19 in Health-care Workers	https://clinicaltrials.gov/show/NCT04336748	NCT04336748	2020-07-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	placebo	no	NULL	NULL	NULL
584	joschwietering	tri00732	NCT04261517	ClinicalTrials.gov	Efficacy and Safety of Hydroxychloroquine for Treatment of COVID-19	https://clinicaltrials.gov/show/NCT04261517	NCT04261517	2020-02-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	drug	Hydroxychloroquine	no
584	joschwietering	tri00732	NCT04261517	ClinicalTrials.gov	Efficacy and Safety of Hydroxychloroquine for Treatment of COVID-19	https://clinicaltrials.gov/show/NCT04261517	NCT04261517	2020-02-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	undefined_soc	NULL	NULL	NULL	NULL
656	joschwietering	tri03053	NCT04356495	ClinicalTrials.gov	Treatments to Decrease the Risk of Hospitalization or Death in Elderly Outpatients With Symptomatic SARS-CoV-2 Infection (COVID-19)	https://clinicaltrials.gov/show/NCT04356495	NCT04356495; EUCTR2020-001435-27	0000-00-00	FALSE	FALSE	FALSE	FALSE	TRUE			experimental	NULL	NULL	nutritional_supplement	Vitamins (unspecified)	no
656	joschwietering	tri03053	NCT04356495	ClinicalTrials.gov	Treatments to Decrease the Risk of Hospitalization or Death in Elderly Outpatients With Symptomatic SARS-CoV-2 Infection (COVID-19)	https://clinicaltrials.gov/show/NCT04356495	NCT04356495; EUCTR2020-001435-27	0000-00-00	FALSE	FALSE	FALSE	FALSE	TRUE			experimental	NULL	NULL	drug	Telmisartan	no
656	joschwietering	tri03053	NCT04356495	ClinicalTrials.gov	Treatments to Decrease the Risk of Hospitalization or Death in Elderly Outpatients With Symptomatic SARS-CoV-2 Infection (COVID-19)	https://clinicaltrials.gov/show/NCT04356495	NCT04356495; EUCTR2020-001435-27	0000-00-00	FALSE	FALSE	FALSE	FALSE	TRUE			experimental	NULL	NULL	drug	Ciclesonide	no
656	joschwietering	tri03053	NCT04356495	ClinicalTrials.gov	Treatments to Decrease the Risk of Hospitalization or Death in Elderly Outpatients With Symptomatic SARS-CoV-2 Infection (COVID-19)	https://clinicaltrials.gov/show/NCT04356495	NCT04356495; EUCTR2020-001435-27	0000-00-00	FALSE	FALSE	FALSE	FALSE	TRUE			experimental	NULL	NULL	drug	Interferon Beta	no
423	joschwietering	tri00952	NCT04344730	ClinicalTrials.gov	Dexamethasone and Oxygen Support Strategies in ICU Patients With Covid-19 Pneumonia	https://clinicaltrials.gov/show/NCT04344730	NCT04344730; EUCTR2020-001457-43	2021-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		experimental	NULL	NULL	procedure	Oxygen	no
423	joschwietering	tri00952	NCT04344730	ClinicalTrials.gov	Dexamethasone and Oxygen Support Strategies in ICU Patients With Covid-19 Pneumonia	https://clinicaltrials.gov/show/NCT04344730	NCT04344730; EUCTR2020-001457-43	2021-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE		experimental	NULL	NULL	procedure	Mechanical Ventilation	no
865	ndevito	tri03730	NL8490	Netherlands Trial Register	An open label randomized controlled trial of chloroquine, hydroxychloroquine or only supportive care in patients admitted with moderate to severe COVID-19 	https://trialregister.nl/trial/8490	NL8490	2021-04-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Hydroxychloroquine	undefined_soc
865	ndevito	tri03730	NL8490	Netherlands Trial Register	An open label randomized controlled trial of chloroquine, hydroxychloroquine or only supportive care in patients admitted with moderate to severe COVID-19 	https://trialregister.nl/trial/8490	NL8490	2021-04-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	undefined_soc	NULL	NULL	NULL	NULL
853	ndevito	tri10032	RPCEC00000361	RPCEC	Itolizumab Safety and Efficacy Study in Covid 19	https://rpcec.sld.cu/en/trials/RPCEC00000361-En	RPCEC00000361	2021-06-01	FALSE	FALSE	FALSE	FALSE		TRUE		experimental	NULL	NULL	biologics	itolizumab	no
863	ndevito	tri03678	ISRCTN86534580	ISRCTN	PRINCIPLE: A clinical trial evaluating treatments for suspected and confirmed COVID-19 for recovery at home	http://www.isrctn.com/ISRCTN86534580	ISRCTN86534580; EUCTR2020-001209-22	2022-09-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	undefined_soc	NULL	NULL	NULL	NULL
863	ndevito	tri03678	ISRCTN86534580	ISRCTN	PRINCIPLE: A clinical trial evaluating treatments for suspected and confirmed COVID-19 for recovery at home	http://www.isrctn.com/ISRCTN86534580	ISRCTN86534580; EUCTR2020-001209-22	2022-09-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Favipiravir	undefined_soc
863	ndevito	tri03678	ISRCTN86534580	ISRCTN	PRINCIPLE: A clinical trial evaluating treatments for suspected and confirmed COVID-19 for recovery at home	http://www.isrctn.com/ISRCTN86534580	ISRCTN86534580; EUCTR2020-001209-22	2022-09-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Colchicine	undefined_soc
863	ndevito	tri03678	ISRCTN86534580	ISRCTN	PRINCIPLE: A clinical trial evaluating treatments for suspected and confirmed COVID-19 for recovery at home	http://www.isrctn.com/ISRCTN86534580	ISRCTN86534580; EUCTR2020-001209-22	2022-09-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Budesonide	undefined_soc
863	ndevito	tri03678	ISRCTN86534580	ISRCTN	PRINCIPLE: A clinical trial evaluating treatments for suspected and confirmed COVID-19 for recovery at home	http://www.isrctn.com/ISRCTN86534580	ISRCTN86534580; EUCTR2020-001209-22	2022-09-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Azithromycin	undefined_soc
863	ndevito	tri03678	ISRCTN86534580	ISRCTN	PRINCIPLE: A clinical trial evaluating treatments for suspected and confirmed COVID-19 for recovery at home	http://www.isrctn.com/ISRCTN86534580	ISRCTN86534580; EUCTR2020-001209-22	2022-09-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Doxycycline	undefined_soc
863	ndevito	tri03678	ISRCTN86534580	ISRCTN	PRINCIPLE: A clinical trial evaluating treatments for suspected and confirmed COVID-19 for recovery at home	http://www.isrctn.com/ISRCTN86534580	ISRCTN86534580; EUCTR2020-001209-22	2022-09-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Ivermectin	undefined_soc
863	ndevito	tri03678	ISRCTN86534580	ISRCTN	PRINCIPLE: A clinical trial evaluating treatments for suspected and confirmed COVID-19 for recovery at home	http://www.isrctn.com/ISRCTN86534580	ISRCTN86534580; EUCTR2020-001209-22	2022-09-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Hydroxychloroquine	undefined_soc
667	ndevito	tri01395	ChiCTR2000032635	ChiCTR	Study for Screening of Chinese Patent Drugs in the Rehabilitation Treatment of novel coronavirus pneumonia (COVID-19)	http://www.chictr.org.cn/showprojen.aspx?proj=52671	ChiCTR2000032635	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	traditional_medicine	Traditional Medicine	defined_soc
667	ndevito	tri01395	ChiCTR2000032635	ChiCTR	Study for Screening of Chinese Patent Drugs in the Rehabilitation Treatment of novel coronavirus pneumonia (COVID-19)	http://www.chictr.org.cn/showprojen.aspx?proj=52671	ChiCTR2000032635	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	placebo	defined_soc	NULL	NULL	NULL
697	ndevito	tri03017	NCT04423042	ClinicalTrials.gov	Tocilizumab in Coronavirus-19 Positive Patients	https://clinicaltrials.gov/show/NCT04423042	NCT04423042	2021-06-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	biologics	Tocilizumab	no
697	ndevito	tri03017	NCT04423042	ClinicalTrials.gov	Tocilizumab in Coronavirus-19 Positive Patients	https://clinicaltrials.gov/show/NCT04423042	NCT04423042	2021-06-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	no_treatment	NULL	NULL	NULL	NULL
751	ndevito	tri07753	NCT04746365	ClinicalTrials.gov	Ivermectin Role in Covid-19 Clinical Trial	https://clinicaltrials.gov/show/NCT04746365	NCT04746365	2021-01-01	FALSE	FALSE	FALSE	FALSE		TRUE		experimental	NULL	NULL	drug	Ivermectin	no
751	ndevito	tri07753	NCT04746365	ClinicalTrials.gov	Ivermectin Role in Covid-19 Clinical Trial	https://clinicaltrials.gov/show/NCT04746365	NCT04746365	2021-01-01	FALSE	FALSE	FALSE	FALSE		TRUE		experimental	NULL	NULL	drug	Hydroxychloroquine	no
751	ndevito	tri07753	NCT04746365	ClinicalTrials.gov	Ivermectin Role in Covid-19 Clinical Trial	https://clinicaltrials.gov/show/NCT04746365	NCT04746365	2021-01-01	FALSE	FALSE	FALSE	FALSE		TRUE		control	undefined_soc	NULL	NULL	NULL	NULL
754	ndevito	tri07946	NCT04681053	ClinicalTrials.gov	Inhaled Ivermectin and COVID-19	https://clinicaltrials.gov/show/NCT04681053	NCT04681053	2021-04-01	FALSE	FALSE	FALSE	FALSE		TRUE		experimental	NULL	NULL	drug	Ivermectin	undefined_soc
754	ndevito	tri07946	NCT04681053	ClinicalTrials.gov	Inhaled Ivermectin and COVID-19	https://clinicaltrials.gov/show/NCT04681053	NCT04681053	2021-04-01	FALSE	FALSE	FALSE	FALSE		TRUE		experimental	NULL	NULL	drug	Ivermectin	undefined_soc
754	ndevito	tri07946	NCT04681053	ClinicalTrials.gov	Inhaled Ivermectin and COVID-19	https://clinicaltrials.gov/show/NCT04681053	NCT04681053	2021-04-01	FALSE	FALSE	FALSE	FALSE		TRUE		experimental	NULL	NULL	drug	Ivermectin	undefined_soc
754	ndevito	tri07946	NCT04681053	ClinicalTrials.gov	Inhaled Ivermectin and COVID-19	https://clinicaltrials.gov/show/NCT04681053	NCT04681053	2021-04-01	FALSE	FALSE	FALSE	FALSE		TRUE		control	undefined_soc	NULL	NULL	NULL	NULL
855	ndevito	tri02927	TCTR20200409006	TCTR	Efficacy of HA330 Hemoperfusion in Critically Ill Patients with Severe COVID&#45;19	www.thaiclinicaltrials.org/show/TCTR20200409006	TCTR20200409006	2021-05-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	device	Hemoperfusion	undefined_soc
855	ndevito	tri02927	TCTR20200409006	TCTR	Efficacy of HA330 Hemoperfusion in Critically Ill Patients with Severe COVID&#45;19	www.thaiclinicaltrials.org/show/TCTR20200409006	TCTR20200409006	2021-05-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	undefined_soc	NULL	NULL	NULL	NULL
854	ndevito	tri10034	RPCEC00000366	RPCEC	SOBERANA PLUS	https://rpcec.sld.cu/en/trials/RPCEC00000366-En	RPCEC00000366	2021-06-01	FALSE	FALSE	FALSE	FALSE		TRUE		experimental	NULL	NULL	vaccine_covid	FINLAY-FR-1A (Seberana Plus)	no
854	ndevito	tri10034	RPCEC00000366	RPCEC	SOBERANA PLUS	https://rpcec.sld.cu/en/trials/RPCEC00000366-En	RPCEC00000366	2021-06-01	FALSE	FALSE	FALSE	FALSE		TRUE		control	placebo	no	NULL	NULL	NULL
852	ndevito	tri10022	RPCEC00000349	RPCEC	SOBERANA 01B	https://rpcec.sld.cu/en/trials/RPCEC00000349-En	RPCEC00000349	2021-02-01	FALSE	FALSE	FALSE	FALSE		TRUE		experimental	NULL	NULL	vaccine_covid	FINLAY-FR-1A	no
851	ndevito	tri04434	PACTR202010718451278	PACTR	Factors affecting transmission of SARS-CoV-2 in Households of SARS-CoV-2 patients in Sub-Saharan Africa Ancillary study of the ANTICOV Study: An open-label, multicentre, randomised, adaptive platform trial of the safety and efficacy of several therapies, including antiviral therapies, versus control in mild / moderate cases of COVID-19	https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=13432	PACTR202010718451278	2021-01-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Hydroxychloroquine	no
851	ndevito	tri04434	PACTR202010718451278	PACTR	Factors affecting transmission of SARS-CoV-2 in Households of SARS-CoV-2 patients in Sub-Saharan Africa Ancillary study of the ANTICOV Study: An open-label, multicentre, randomised, adaptive platform trial of the safety and efficacy of several therapies, including antiviral therapies, versus control in mild / moderate cases of COVID-19	https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=13432	PACTR202010718451278	2021-01-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Lopinavir;Ritonavir	no
851	ndevito	tri04434	PACTR202010718451278	PACTR	Factors affecting transmission of SARS-CoV-2 in Households of SARS-CoV-2 patients in Sub-Saharan Africa Ancillary study of the ANTICOV Study: An open-label, multicentre, randomised, adaptive platform trial of the safety and efficacy of several therapies, including antiviral therapies, versus control in mild / moderate cases of COVID-19	https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=13432	PACTR202010718451278	2021-01-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	defined_soc	NULL	NULL	NULL	NULL
850	ndevito	tri04429	PACTR202009483194545	PACTR	Evaluation of phytopharmaceuticals to improve the prognosis of Covid-19 disease in Togo.	https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=13381	PACTR202009483194545	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	traditional_medicine	Traditional Medicine	no
850	ndevito	tri04429	PACTR202009483194545	PACTR	Evaluation of phytopharmaceuticals to improve the prognosis of Covid-19 disease in Togo.	https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=13381	PACTR202009483194545	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	traditional_medicine	Traditional Medicine	no
850	ndevito	tri04429	PACTR202009483194545	PACTR	Evaluation of phytopharmaceuticals to improve the prognosis of Covid-19 disease in Togo.	https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=13381	PACTR202009483194545	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	traditional_medicine	Traditional Medicine	no
850	ndevito	tri04429	PACTR202009483194545	PACTR	Evaluation of phytopharmaceuticals to improve the prognosis of Covid-19 disease in Togo.	https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=13381	PACTR202009483194545	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	traditional_medicine	Traditional Medicine	no
850	ndevito	tri04429	PACTR202009483194545	PACTR	Evaluation of phytopharmaceuticals to improve the prognosis of Covid-19 disease in Togo.	https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=13381	PACTR202009483194545	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	defined_soc	NULL	NULL	NULL	NULL
846	ndevito	tri04415	PACTR202010519682638	PACTR	Efficay of two hydroxychloroquine based drug combination regimens in comparison to standard of care  in The Treatment of Hospitalized COVID-19 Patients	https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=12147	PACTR202010519682638	2021-01-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Azithromycin;Hydroxychloroquine;Zinc	no
846	ndevito	tri04415	PACTR202010519682638	PACTR	Efficay of two hydroxychloroquine based drug combination regimens in comparison to standard of care  in The Treatment of Hospitalized COVID-19 Patients	https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=12147	PACTR202010519682638	2021-01-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Lopinavir;Ritonavir;Zinc	no
846	ndevito	tri04415	PACTR202010519682638	PACTR	Efficay of two hydroxychloroquine based drug combination regimens in comparison to standard of care  in The Treatment of Hospitalized COVID-19 Patients	https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=12147	PACTR202010519682638	2021-01-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	defined_soc	NULL	NULL	NULL	NULL
862	joschwietering	tri10222	NCT04931238	ClinicalTrials.gov	Tolerability,Safety of JS016 in SARS-CoV-2 (COVID-19)	https://clinicaltrials.gov/show/NCT04931238	NCT04931238	2021-12-01	FALSE	FALSE	FALSE	FALSE		TRUE		experimental	NULL	NULL	biologics	JS016	undefined_soc
862	joschwietering	tri10222	NCT04931238	ClinicalTrials.gov	Tolerability,Safety of JS016 in SARS-CoV-2 (COVID-19)	https://clinicaltrials.gov/show/NCT04931238	NCT04931238	2021-12-01	FALSE	FALSE	FALSE	FALSE		TRUE		control	undefined_soc	NULL	NULL	NULL	NULL
864	joschwietering	tri03726	NL8633	Netherlands Trial Register	A randomized, double blinded clinical trial of convalescent plasma compared to standard plasma for treatment of hospitalized non-ICU patients with COVID-19 infections	https://trialregister.nl/trial/8633	NL8633	2021-05-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	biologics	Convalescent Plasma	no
864	joschwietering	tri03726	NL8633	Netherlands Trial Register	A randomized, double blinded clinical trial of convalescent plasma compared to standard plasma for treatment of hospitalized non-ICU patients with COVID-19 infections	https://trialregister.nl/trial/8633	NL8633	2021-05-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	placebo	no	NULL	NULL	NULL
861	joschwietering	tri10199	NCT04927169	ClinicalTrials.gov	InterLeukin-7 to Improve Clinical Outcomes in Lymphopenic pAtients With COVID-19 Infection (Brazil Cohort)	https://clinicaltrials.gov/show/NCT04927169	NCT04927169	2021-12-01	FALSE	FALSE	FALSE	FALSE		TRUE		experimental	NULL	NULL	NULL	Interleukin-7	no
861	joschwietering	tri10199	NCT04927169	ClinicalTrials.gov	InterLeukin-7 to Improve Clinical Outcomes in Lymphopenic pAtients With COVID-19 Infection (Brazil Cohort)	https://clinicaltrials.gov/show/NCT04927169	NCT04927169	2021-12-01	FALSE	FALSE	FALSE	FALSE		TRUE		control	placebo	no	NULL	NULL	NULL
860	joschwietering	tri10125	NCT04701658	ClinicalTrials.gov	A Real World Study of Bamlanivimab in Participants With Mild-to-moderate Coronavirus Disease 2019 (COVID-19)	https://clinicaltrials.gov/show/NCT04701658	NCT04701658	2021-06-01	FALSE	FALSE	FALSE	FALSE		TRUE		experimental	NULL	NULL	biologics	Bamlanivimab	defined_soc
859	joschwietering	tri06853	NCT04632706	ClinicalTrials.gov	Exploratory Ph I Trial of the Active IMP in Healthy Volunteers in Relation to COVID-19	https://clinicaltrials.gov/show/NCT04632706	NCT04632706	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Ivermectin	no
859	joschwietering	tri06853	NCT04632706	ClinicalTrials.gov	Exploratory Ph I Trial of the Active IMP in Healthy Volunteers in Relation to COVID-19	https://clinicaltrials.gov/show/NCT04632706	NCT04632706	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Ivermectin	no
859	joschwietering	tri06853	NCT04632706	ClinicalTrials.gov	Exploratory Ph I Trial of the Active IMP in Healthy Volunteers in Relation to COVID-19	https://clinicaltrials.gov/show/NCT04632706	NCT04632706	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Ivermectin	no
859	joschwietering	tri06853	NCT04632706	ClinicalTrials.gov	Exploratory Ph I Trial of the Active IMP in Healthy Volunteers in Relation to COVID-19	https://clinicaltrials.gov/show/NCT04632706	NCT04632706	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	placebo	no	NULL	NULL	NULL
858	joschwietering	tri06494	NCT04577534	ClinicalTrials.gov	COVID-19: Salvage TOcilizumab as a Rescue Measure	https://clinicaltrials.gov/show/NCT04577534	NCT04577534; EUCTR2020-002039-31	2021-06-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	biologics	Tocilizumab	no
858	joschwietering	tri06494	NCT04577534	ClinicalTrials.gov	COVID-19: Salvage TOcilizumab as a Rescue Measure	https://clinicaltrials.gov/show/NCT04577534	NCT04577534; EUCTR2020-002039-31	2021-06-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	undefined_soc	NULL	NULL	NULL	NULL
857	joschwietering	tri10117	NCT04546581	ClinicalTrials.gov	Inpatient Treatment With Anti-Coronavirus Immunoglobulin (ITAC)	https://clinicaltrials.gov/show/NCT04546581	NCT04546581	2021-07-01	FALSE	FALSE	FALSE	FALSE		TRUE		experimental	NULL	NULL	biologics	Convalescent Plasma	defined_soc
857	joschwietering	tri10117	NCT04546581	ClinicalTrials.gov	Inpatient Treatment With Anti-Coronavirus Immunoglobulin (ITAC)	https://clinicaltrials.gov/show/NCT04546581	NCT04546581	2021-07-01	FALSE	FALSE	FALSE	FALSE		TRUE		control	placebo	defined_soc	NULL	NULL	NULL
856	joschwietering	tri03138	NCT04425915	ClinicalTrials.gov	Efficacy of Convalescent Plasma Therapy in Patients With COVID-19	https://clinicaltrials.gov/show/NCT04425915	NCT04425915	2020-12-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	biologics	Convalescent Plasma	undefined_soc
856	joschwietering	tri03138	NCT04425915	ClinicalTrials.gov	Efficacy of Convalescent Plasma Therapy in Patients With COVID-19	https://clinicaltrials.gov/show/NCT04425915	NCT04425915	2020-12-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	undefined_soc	NULL	NULL	NULL	NULL
841	joschwietering	tri09750	NCT04858633	ClinicalTrials.gov	Hydroxychloroquine (HCQ) as Post Exposure Prophylaxis (PEP) for Prevention of COVID-19	https://clinicaltrials.gov/show/NCT04858633	NCT04858633	2021-06-01	FALSE	FALSE	FALSE	FALSE		TRUE		experimental	NULL	NULL	drug	Hydroxychloroquine	undefined_soc
841	joschwietering	tri09750	NCT04858633	ClinicalTrials.gov	Hydroxychloroquine (HCQ) as Post Exposure Prophylaxis (PEP) for Prevention of COVID-19	https://clinicaltrials.gov/show/NCT04858633	NCT04858633	2021-06-01	FALSE	FALSE	FALSE	FALSE		TRUE		control	placebo	undefined_soc	NULL	NULL	NULL
842	joschwietering	tri02771	SLCTR/2020/011	SLCTR	Hydroxychloroquine for Post-Exposure Prophylaxis of COVID-19 among naval personnel: a placebo-controlled, randomized, clinical trial	https://slctr.lk/trials/slctr-2020-011	SLCTR/2020/011	2020-05-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Hydroxychloroquine	no
842	joschwietering	tri02771	SLCTR/2020/011	SLCTR	Hydroxychloroquine for Post-Exposure Prophylaxis of COVID-19 among naval personnel: a placebo-controlled, randomized, clinical trial	https://slctr.lk/trials/slctr-2020-011	SLCTR/2020/011	2020-05-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	placebo	no	NULL	NULL	NULL
844	ndevito	tri02886	PACTR202004893013257	PACTR	Preventing Pulmonary Complications in Surgical Patients at Risk of COVID-19	https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=10981	PACTR202004893013257	2021-04-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Hydroxychloroquine	no
844	ndevito	tri02886	PACTR202004893013257	PACTR	Preventing Pulmonary Complications in Surgical Patients at Risk of COVID-19	https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=10981	PACTR202004893013257	2021-04-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Lopinavir;Ritonavir	no
844	ndevito	tri02886	PACTR202004893013257	PACTR	Preventing Pulmonary Complications in Surgical Patients at Risk of COVID-19	https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=10981	PACTR202004893013257	2021-04-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Hydroxychloroquine;Lopinavir;Ritonavir	no
844	ndevito	tri02886	PACTR202004893013257	PACTR	Preventing Pulmonary Complications in Surgical Patients at Risk of COVID-19	https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=10981	PACTR202004893013257	2021-04-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	undefined_soc	NULL	NULL	NULL	NULL
