,id,id_hits,prefix_hits,reg_name_hits,pub_types,doi,pm_id,cord_id,url,title,review_in_title,review_type,doi_link
30234,32531040,['NCT04351581'],['NCT'],,,10.1093/ehjcvp/pvaa062,32531040,xf39pfa9,https://doi.org/10.1093/ehjcvp/pvaa062; https://www.ncbi.nlm.nih.gov/pubmed/32531040/,Association between renin-angiotensin system inhibitors and COVID-19 complications.,False,False,http://doi.org/10.1093/ehjcvp/pvaa062
30295,32531536,['NCT04365309'],['NCT'],,,10.1016/j.mehy.2020.109975,32531536,j8t76fvi,https://www.sciencedirect.com/science/article/pii/S0306987720312408; https://doi.org/10.1016/j.mehy.2020.109975; https://api.elsevier.com/content/article/pii/S0306987720312408; https://www.ncbi.nlm.nih.gov/pubmed/32531536/,Should aspirin be used for prophylaxis of COVID-19-induced coagulopathy?,False,False,http://doi.org/10.1016/j.mehy.2020.109975
30319,32531808,"['NCT04328493', 'NCT04323527', 'NCT04333732']",['NCT'],['ClinicalTrials.gov'],,10.1002/cpt.1955,32531808,ncyhvkwl,https://doi.org/10.1002/cpt.1955; https://www.ncbi.nlm.nih.gov/pubmed/32531808/,"Impact of Disease on Plasma and Lung Exposure of Chloroquine, Hydroxychloroquine and Azithromycin: Application of PBPK Modeling.",False,False,http://doi.org/10.1002/cpt.1955
30331,32531955,"['NCT04287686', 'NCT04324606', 'NCT04327206', 'NCT04313127', 'NCT04299724', 'NCT04336410', 'NCT04283461', 'NCT04251767', 'NCT04276896']","['EudraCT', 'NCT']",['clinicaltrials.gov'],,10.3390/vaccines8020293,32531955,gw6po8qg,https://www.ncbi.nlm.nih.gov/pubmed/32531955/; https://doi.org/10.3390/vaccines8020293,Prospects of Replication-Deficient Adenovirus Based Vaccine Development against SARS-CoV-2.,False,False,http://doi.org/10.3390/vaccines8020293
30346,32532097,"['NCT03318315', 'NCT01511419', 'NCT02480101', 'NCT01982331', 'NCT01719783', 'NCT03739229', 'NCT03312231']",['NCT'],"['ClinicalTrials.gov', 'ClinicalTrials.Gov']",,10.3390/vaccines8020296,32532097,7tnotefe,https://www.ncbi.nlm.nih.gov/pubmed/32532097/; https://doi.org/10.3390/vaccines8020296,"A Phase 1 Randomized Placebo-Controlled Study to Assess the Safety, Immunogenicity and Genetic Stability of a New Potential Pandemic H7N9 Live Attenuated Influenza Vaccine in Healthy Adults",False,,http://doi.org/10.3390/vaccines8020296
30360,32532356,"['ChiCTR2000031319', 'NCT04336254']","['ChiCTR', 'NCT']",['ClinicalTrials.gov'],Has Trial Pub Type,10.1186/s13063-020-04380-5,32532356,dt3li3bk,https://www.ncbi.nlm.nih.gov/pubmed/32532356/; https://doi.org/10.1186/s13063-020-04380-5,Safety and efficacy assessment of allogeneic human dental pulp stem cells to treat patients with severe COVID-19: structured summary of a study protocol for a randomized controlled trial (Phase I / II).,False,False,http://doi.org/10.1186/s13063-020-04380-5
30463,32533292,['NCT04324996'],['NCT'],,,10.1007/s00296-020-04624-2,32533292,9vhdp88s,https://doi.org/10.1007/s00296-020-04624-2; https://www.ncbi.nlm.nih.gov/pubmed/32533292/,Targeting the immunology of coronavirus disease-19: synchronization creates symphony.,False,False,http://doi.org/10.1007/s00296-020-04624-2
30475,32533443,"['NCT04292899', 'NCT04280705']",['NCT'],,,10.1007/s00508-020-01691-0,32533443,1u4ijum1,https://doi.org/10.1007/s00508-020-01691-0; https://www.ncbi.nlm.nih.gov/pubmed/32533443/,Management of patients with SARS-CoV-2 infections and of patients with chronic lung diseases during the COVID-19 pandemic (as of 9 May 2020) : Statement of the Austrian Society of Pneumology (ASP).,False,False,http://doi.org/10.1007/s00508-020-01691-0
30480,32533508,['NCT04318366'],['NCT'],['ClinicalTrials.gov'],,10.1007/s12020-020-02383-5,32533508,mw5ojy6b,https://doi.org/10.1007/s12020-020-02383-5; https://www.ncbi.nlm.nih.gov/pubmed/32533508/,Hypocalcemia is highly prevalent and predicts hospitalization in patients with COVID-19.,False,False,http://doi.org/10.1007/s12020-020-02383-5
30566,32534187,['NCT04261270'],['NCT'],,,10.1016/j.ijantimicag.2020.106055,32534187,jc8yewv7,https://api.elsevier.com/content/article/pii/S0924857920302259; https://doi.org/10.1016/j.ijantimicag.2020.106055; https://www.ncbi.nlm.nih.gov/pubmed/32534187/; https://www.sciencedirect.com/science/article/pii/S0924857920302259?v=s5,Potential of coronavirus 3C-like protease inhibitors for the development of new anti-SARS-CoV-2 drugs: Insights from structures of protease and inhibitors.,False,False,http://doi.org/10.1016/j.ijantimicag.2020.106055
30660,32534982,['ntr0005'],,,,10.1016/j.bjorl.2020.05.001,32534982,s1mym0kq,https://www.sciencedirect.com/science/article/pii/S1808869420300598?v=s5; https://doi.org/10.1016/j.bjorl.2020.05.001; https://www.ncbi.nlm.nih.gov/pubmed/32534982/; https://api.elsevier.com/content/article/pii/S1808869420300598,Incomplete and late recovery of sudden olfactory dysfunction in COVID-19.,False,False,http://doi.org/10.1016/j.bjorl.2020.05.001
30682,32535188,['NCT04318366'],['NCT'],['ClinicalTrials.gov'],Has Trial Pub Type,10.1016/j.clim.2020.108509,32535188,svwtfshi,https://www.sciencedirect.com/science/article/pii/S1521661620304563?v=s5; https://doi.org/10.1016/j.clim.2020.108509; https://www.ncbi.nlm.nih.gov/pubmed/32535188/; https://api.elsevier.com/content/article/pii/S1521661620304563,"Early predictors of clinical outcomes of COVID-19 outbreak in Milan, Italy.",False,False,http://doi.org/10.1016/j.clim.2020.108509
30732,32535732,"['NCT04317092', 'NCT04331808', 'NCT04315298', 'ChiCTR2000030894', 'ChiCTR2000029765', 'NCT04329650', 'NCT04315480', 'NCT04310228', 'NCT04320615', 'NCT04322188', 'NCT04322773', 'NCT04324073']","['ChiCTR', 'NCT']",['Chinese Clinical Trial Registry'],,10.1007/s40290-020-00342-z,32535732,s5lailkp,https://doi.org/10.1007/s40290-020-00342-z; https://www.ncbi.nlm.nih.gov/pubmed/32535732/,IL-6 Inhibitors in the Treatment of Serious COVID-19: A Promising Therapy?,False,False,http://doi.org/10.1007/s40290-020-00342-z
30742,32535870,['NCT04323644'],['NCT'],,,10.1245/s10434-020-08673-6,32535870,upj8mvzn,https://doi.org/10.1245/s10434-020-08673-6; https://www.ncbi.nlm.nih.gov/pubmed/32535870/,Surgical Oncologists and the COVID-19 Pandemic: Guiding Cancer Patients Effectively through Turbulence and Change.,False,False,http://doi.org/10.1245/s10434-020-08673-6
30745,32535877,['DRKS00021688'],['DRKS'],['German Clinical Trials Register'],Has Trial Pub Type,10.1007/s15010-020-01464-x,32535877,m6ak0k8r,https://www.ncbi.nlm.nih.gov/pubmed/32535877/; https://doi.org/10.1007/s15010-020-01464-x,Studying the pathophysiology of coronavirus disease 2019: a protocol for the Berlin prospective COVID-19 patient cohort (Pa-COVID-19).,False,False,http://doi.org/10.1007/s15010-020-01464-x
30823,32536672,,,,Has Trial Pub Type,10.1253/circj.CJ-20-0348,32536672,,,Impact of Cardiovascular Disease on Clinical Characteristics and Outcomes of Coronavirus Disease 2019 (COVID-19).,False,False,http://doi.org/10.1253/circj.CJ-20-0348
30890,32537099,"['NCT04316377', 'NCT04318015', 'NCT04308668', '2020-000890-25', 'NCT04315896']",['NCT'],"['ClinicalTrials.gov', 'Chinese Clinical Trial Registry']",,10.1080/20016689.2020.1758390,32537099,gg706q8s,https://www.ncbi.nlm.nih.gov/pubmed/32537099/; https://doi.org/10.1080/20016689.2020.1758390,"Commentary on ""Hydroxychloroquine and azithromycin as a treatment of COVID-19: results of an open label non-randomized clinical trial"" by Gautret et al.",False,False,http://doi.org/10.1080/20016689.2020.1758390
31107,32539816,['NCT02706275'],['NCT'],,,10.1186/s13054-020-03068-1,32539816,l5ny5xe5,https://www.ncbi.nlm.nih.gov/pubmed/32539816/; https://doi.org/10.1186/s13054-020-03068-1,"Response to ""COVID-19: room for treating T cell exhaustion?""",False,False,http://doi.org/10.1186/s13054-020-03068-1
31139,32540204,"['NCT04363632', 'NCT04333914']",['NCT'],,,10.1016/j.ejca.2020.05.028,32540204,nxkxoved,https://api.elsevier.com/content/article/pii/S0959804920303142; https://www.ncbi.nlm.nih.gov/pubmed/32540204/; https://doi.org/10.1016/j.ejca.2020.05.028; https://www.sciencedirect.com/science/article/pii/S0959804920303142?v=s5,High mortality rate in cancer patients with symptoms of COVID-19 with or without detectable SARS-COV-2 on RT-PCR.,False,False,http://doi.org/10.1016/j.ejca.2020.05.028
31164,32540421,['NCT:04304313'],['NCT'],,,10.1016/j.rec.2020.05.015,32540421,2rs3mo9w,https://doi.org/10.1016/j.rec.2020.05.015; https://www.ncbi.nlm.nih.gov/pubmed/32540421/; https://api.elsevier.com/content/article/pii/S188558572030219X; https://www.sciencedirect.com/science/article/pii/S188558572030219X?v=s5,Clinical course of COVID-19 in pulmonary arterial hypertension patients.,False,False,http://doi.org/10.1016/j.rec.2020.05.015
31216,32540838,['NCT03117881'],['NCT'],"['ClinicalTrials.gov', 'clinicaltrials.gov']",,10.2196/18415,32540838,e6ex75zk,https://doi.org/10.2196/18415; https://www.ncbi.nlm.nih.gov/pubmed/32540838/,COVID-19 Modifications for Remote Teleassessment and Teletraining of a Complementary Alternative Medicine Intervention for People With Multiple Sclerosis: Protocol for a Randomized Controlled Trial.,False,False,http://doi.org/10.2196/18415
31233,32540901,"['NCT04426695', 'NCT04425629']",['NCT'],['clinicaltrials.gov'],,10.1126/science.abd0827,32540901,1l0vrbi0,https://www.ncbi.nlm.nih.gov/pubmed/32540901/; https://doi.org/10.1126/science.abd0827,Studies in humanized mice and convalescent humans yield a SARS-CoV-2 antibody cocktail.,False,False,http://doi.org/10.1126/science.abd0827
31301,32541681,['NCT03872479'],['NCT'],['ClinicalTrials.gov'],,10.1038/s41431-020-0652-6,32541681,vm3g6x1x,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7608362/,AAV-mediated FOXG1 gene editing in human Rett primary cells,False,,http://doi.org/10.1038/s41431-020-0652-6
31302,32541689,['NCT04346199'],['NCT'],,,10.1038/s41409-020-0972-8,32541689,9oiwcn8q,https://www.ncbi.nlm.nih.gov/pubmed/32541689/; https://doi.org/10.1038/s41409-020-0972-8,COVID-19 in allogeneic stem cell transplant: high false-negative probability and role of CRISPR and convalescent plasma.,False,False,http://doi.org/10.1038/s41409-020-0972-8
31313,32541773,['NCT03053388'],['NCT'],,,10.1038/s41598-020-66433-8,32541773,grkst89q,https://www.ncbi.nlm.nih.gov/pubmed/32541773/; https://doi.org/10.1038/s41598-020-66433-8,inhaled nitric oxide therapy in acute bronchiolitis: A multicenter randomized clinical trial,False,,http://doi.org/10.1038/s41598-020-66433-8
31324,32541947,['NCT02495415'],['NCT'],['ClinicalTrials.gov'],,10.1038/s41564-020-0742-9,32541947,4i9xw404,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7483895/,FOXO1 promotes HIV Latency by suppressing ER stress in T cells,False,,http://doi.org/10.1038/s41564-020-0742-9
31410,32542847,"['NCT04353206', 'NCT04323800']",['NCT'],,,10.1111/vox.12973,32542847,6vrm6xk0,https://www.ncbi.nlm.nih.gov/pubmed/32542847/; https://doi.org/10.1111/vox.12973,Clinical use of Convalescent Plasma in the COVID-19 pandemic: a transfusion-focussed gap analysis with recommendations for future research priorities.,False,False,http://doi.org/10.1111/vox.12973
31431,32543119,['NCT04338074'],['NCT'],,,10.1111/jth.14960,32543119,ucpp09uu,https://doi.org/10.1111/jth.14960; https://www.ncbi.nlm.nih.gov/pubmed/32543119/,Fibrinolysis and COVID-19: A plasmin paradox.,False,False,http://doi.org/10.1111/jth.14960
31438,32543208,['NCT04343404'],['NCT'],,,10.1164/rccm.202004-1370LE,32543208,z844tuii,https://doi.org/10.1164/rccm.202004-1370le; https://www.ncbi.nlm.nih.gov/pubmed/32543208/,Extracorporeal Membrane Oxygenation for Critically Ill Patients with COVID-19-related Acute Respiratory Distress Syndrome: Worth the Effort?,False,False,http://doi.org/10.1164/rccm.202004-1370LE
31448,32543298,,,,Has Trial Pub Type,10.1080/22221751.2020.1782774,32543298,ezpajd6f,https://doi.org/10.1080/22221751.2020.1782774; https://www.ncbi.nlm.nih.gov/pubmed/32543298/,Development of an automatic integrated gene detection system for novel severe acute respiratory syndrome-related coronavirus (SARS-CoV2).,False,False,http://doi.org/10.1080/22221751.2020.1782774
31486,32543882,"['2020-001386-37', '2020-001110-38', '2020-001366-11']",['EudraCT'],,,10.7326/M20-3775,32543882,kgzbolb8,https://www.ncbi.nlm.nih.gov/pubmed/32543882/; https://doi.org/10.7326/m20-3775,Promoting Better Clinical Trials and Drug Information as Public Health Interventions for the COVID-19 Emergency in Italy.,False,False,http://doi.org/10.7326/M20-3775
31532,32544304,"['NCT04334928', 'NCT04252274', 'NCT04303299']",['NCT'],['ClinicalTrials.gov'],,10.1111/hiv.12913,32544304,9kuhu76i,https://www.ncbi.nlm.nih.gov/pubmed/32544304/; https://doi.org/10.1111/hiv.12913,COVID-19 research: an opinion piece.,False,False,http://doi.org/10.1111/hiv.12913
31547,32544459,"['NCT01906853', 'NCT04328441', 'NCT04327206', 'NCT04339712']",['NCT'],"['clinicaltrials.gov', 'ClinicalTrials.gov']",,10.1016/j.chom.2020.05.014,32544459,yfwauksi,https://doi.org/10.1016/j.chom.2020.05.014; https://www.sciencedirect.com/science/article/pii/S1931312820302961; https://api.elsevier.com/content/article/pii/S1931312820302961; https://www.ncbi.nlm.nih.gov/pubmed/32544459/,BCG Vaccination in Humans Elicits Trained Immunity via the Hematopoietic Progenitor Compartment,False,,http://doi.org/10.1016/j.chom.2020.05.014
31582,32544799,"['NCT04317092', 'ChiCTR2000030796', 'NCT04320615', 'ChiCTR2000029765']","['ChiCTR', 'NCT']",,,10.1016/j.ejca.2020.05.026,32544799,6hsbzm59,https://api.elsevier.com/content/article/pii/S0959804920303038; https://doi.org/10.1016/j.ejca.2020.05.026; https://www.ncbi.nlm.nih.gov/pubmed/32544799/; https://www.sciencedirect.com/science/article/pii/S0959804920303038?v=s5,Immune checkpoint inhibitors: a physiology-driven approach to the treatment of coronavirus disease 2019.,False,False,http://doi.org/10.1016/j.ejca.2020.05.026
31589,32544867,,['IRCT'],['Iranian Registry of Clinical Trials'],Has Trial Pub Type,10.1016/j.intimp.2020.106688,32544867,m7rx8tv9,https://www.sciencedirect.com/science/article/pii/S1567576920312893?v=s5; https://www.ncbi.nlm.nih.gov/pubmed/32544867/; https://api.elsevier.com/content/article/pii/S1567576920312893; https://doi.org/10.1016/j.intimp.2020.106688,Subcutaneous administration of interferon beta-1a for COVID-19: A non-controlled prospective trial.,False,False,http://doi.org/10.1016/j.intimp.2020.106688
31637,32545799,['NCT04320732'],"['ChiCTR', 'NCT']",['clinicaltrials.gov'],,10.3390/v12060642,32545799,22366b81,https://doi.org/10.3390/v12060642; https://www.ncbi.nlm.nih.gov/pubmed/32545799/,Potential Antiviral Options against SARS-CoV-2 Infection.,False,False,http://doi.org/10.3390/v12060642
31648,32546047,['NCT04335136'],['NCT'],,,10.1080/19420862.2020.1782600,32546047,sbye6txv,https://www.ncbi.nlm.nih.gov/pubmed/32546047/; https://doi.org/10.1080/19420862.2020.1782600,Ig-like ACE2 protein therapeutics: A revival in development during the COVID-19 pandemic.,False,False,http://doi.org/10.1080/19420862.2020.1782600
31741,32546835,"['ChiCTR2000029765', 'NCT04322188', 'NCT04324073']","['ChiCTR', 'NCT']",,,10.1038/s41416-020-0930-7,32546835,agyd26x2,https://www.ncbi.nlm.nih.gov/pubmed/32546835/; https://doi.org/10.1038/s41416-020-0930-7,Immune checkpoint blockade: releasing the breaks or a protective barrier to COVID-19 severe acute respiratory syndrome?,False,False,http://doi.org/10.1038/s41416-020-0930-7
31773,32547788,"['ChiCTR2000029541', 'NCT02780583', 'NCT03925194']","['ChiCTR', 'NCT']",,,10.1038/s41420-020-0283-2,32547788,2kgme5c5,https://doi.org/10.1038/s41420-020-0283-2; https://www.ncbi.nlm.nih.gov/pubmed/32547788/,Off-label therapy targeting pathogenic inflammation in COVID-19.,False,False,http://doi.org/10.1038/s41420-020-0283-2
31863,32549229,['NCT04305457'],['NCT'],['clinicaltrials.gov'],,10.3390/jcm9061862,32549229,25613kd3,https://www.ncbi.nlm.nih.gov/pubmed/32549229/; https://doi.org/10.3390/jcm9061862,Endotheliitis and Endothelial Dysfunction in Patients with COVID-19: Its Role in Thrombosis and Adverse Outcomes.,False,False,http://doi.org/10.3390/jcm9061862
31874,32549358,"['NCT03805841', 'NCT03807778', 'NCT04036682', 'NCT02279433', 'NCT03093116']",['NCT'],,,10.3390/jcm9061870,32549358,w37edppf,https://www.ncbi.nlm.nih.gov/pubmed/32549358/; https://doi.org/10.3390/jcm9061870,Clinical Medicine Non-Small Cell Lung Cancer from Genomics to Therapeutics: A Framework for Community Practice Integration to Arrive at Personalized Therapy Strategies,False,,http://doi.org/10.3390/jcm9061870
31908,32550221,['NCT04166214'],['NCT'],"['ClinicalTrials.gov', 'clinicaltrials.gov']",,10.4081/jphr.2020.1777,32550221,1v082rdz,https://www.ncbi.nlm.nih.gov/pubmed/32550221/; https://doi.org/10.4081/jphr.2020.1777,Feasibility and acceptability of an oral pathology asynchronous tele-mentoring intervention: A protocol,False,,http://doi.org/10.4081/jphr.2020.1777
31995,32551456,['NCT04345887'],['NCT'],,,10.5152/TJAR.2020.569,32551456,42gpjj0p,https://doi.org/10.5152/tjar.2020.569; https://www.ncbi.nlm.nih.gov/pubmed/32551456/,Use of Spironolactone in SARS-CoV-2 ARDS Patients.,False,False,http://doi.org/10.5152/TJAR.2020.569
32039,32551807,['NCT 04350723'],['NCT'],['clinicaltrials.gov'],,10.1164/rccm.202004-1331LE,32551807,8mj33flq,https://doi.org/10.1164/rccm.202004-1331le; https://www.ncbi.nlm.nih.gov/pubmed/32551807/,Prone Positioning of Nonintubated Patients with COVID-19.,False,False,http://doi.org/10.1164/rccm.202004-1331LE
32076,32552164,"['NCT04360980', 'NCT04350320', 'NCT04339998', 'NCT04333407', 'NCT04345406', 'NCT04364893', 'NCT04330300', 'NCT04375202', 'NCT04355143', 'NCT04353596', 'NCT04326790', 'NCT04328480', 'NCT04338009', 'NCT04335786', 'NCT04340557', 'NCT04351581', 'NCT04322682']",['NCT'],,,10.1161/JAHA.120.017111,32552164,o4ofqk5e,https://www.ncbi.nlm.nih.gov/pubmed/32552164/; https://doi.org/10.1161/jaha.120.017111,"Perspectives on Cardiopulmonary Critical Care for Patients With COVID-19: From Members of the American Heart Association Council on Cardiopulmonary, Critical Care, Perioperative and Resuscitation.",False,False,http://doi.org/10.1161/JAHA.120.017111
32185,32553431,"['NCT04324606', 'ChiCTR2000030906', 'ChiCTR2000031781', 'NCT04283461', 'NCT04336410', '2020-001038-36']","['ChiCTR', 'NCT']",,,10.1016/j.ymthe.2020.06.007,32553431,zalk5ul7,https://api.elsevier.com/content/article/pii/S1525001620302975; https://www.sciencedirect.com/science/article/pii/S1525001620302975?v=s5; https://doi.org/10.1016/j.ymthe.2020.06.007; https://www.ncbi.nlm.nih.gov/pubmed/32553431/,Are Genetic Vaccines the Right Weapon against COVID-19?,False,False,http://doi.org/10.1016/j.ymthe.2020.06.007
32290,32554380,['ISRCTN12249616'],"['isrctn', 'ISRCTN']",,,10.2196/18595,32554380,08unxxhq,https://www.ncbi.nlm.nih.gov/pubmed/32554380/; https://doi.org/10.2196/18595,"Effectiveness of an 8-Week Web-Based Mindfulness Virtual Community Intervention for University Students on Symptoms of Stress, Anxiety, and Depression: Randomized Controlled Trial.",False,False,http://doi.org/10.2196/18595
32324,32554619,"['NCT03601611', 'NCT04244591', 'NCT04323592', 'NCT04273321']",['NCT'],,,10.1136/jitc-2020-000984,32554619,mpcb1mwl,https://doi.org/10.1136/jitc-2020-000984; https://www.ncbi.nlm.nih.gov/pubmed/32554619/,Immune-related (IR)-pneumonitis during the COVID-19 pandemic: multidisciplinary recommendations for diagnosis and management.,False,False,http://doi.org/10.1136/jitc-2020-000984
32365,32555296,['NCT04359290'],['NCT'],,,10.1038/s41375-020-0907-9,32555296,ipd4k6tu,https://www.ncbi.nlm.nih.gov/pubmed/32555296/; https://doi.org/10.1038/s41375-020-0907-9,Ruxolitinib for the treatment of SARS-CoV-2 induced acute respiratory distress syndrome (ARDS).,False,False,http://doi.org/10.1038/s41375-020-0907-9
32369,32555369,['2020-001236-10'],['EudraCT'],,,10.1038/s41375-020-0904-z,32555369,axyshtie,https://www.ncbi.nlm.nih.gov/pubmed/32555369/; https://doi.org/10.1038/s41375-020-0904-z,Chronic myeloid leukemia management at the time of the COVID-19 pandemic in Italy. A campus CML survey.,False,False,http://doi.org/10.1038/s41375-020-0904-z
32370,32555385,"['NCT04354259', 'NCT04276688']",['NCT'],"['ClinicalTrials.gov', 'clinicaltrials.gov']",,10.1038/s41575-020-0333-5,32555385,d4oyqls1,https://www.ncbi.nlm.nih.gov/pubmed/32555385/; https://doi.org/10.1038/s41575-020-0333-5,CommenT,False,,http://doi.org/10.1038/s41575-020-0333-5
32448,32556293,,,,Has Trial Pub Type,10.1093/cid/ciaa793,32556293,cofekuly,https://doi.org/10.1093/cid/ciaa793; https://www.ncbi.nlm.nih.gov/pubmed/32556293/,Identification and Validation of a Novel Clinical Signature to Predict the Prognosis in Confirmed Coronavirus Disease 2019 Patients.,False,False,http://doi.org/10.1093/cid/ciaa793
32452,32556328,['NCT04343781'],['NCT'],['clinicaltrials.gov'],,10.1093/cid/ciaa792,32556328,jkm9c5yv,https://www.ncbi.nlm.nih.gov/pubmed/32556328/; https://doi.org/10.1093/cid/ciaa792,National French Survey of Coronavirus Disease (COVID-19) Symptoms in People Aged 70 and Over.,False,False,http://doi.org/10.1093/cid/ciaa792
32490,32557207,['NCT04338945'],['NCT'],,,10.1007/s13304-020-00811-9,32557207,giv1lu34,https://doi.org/10.1007/s13304-020-00811-9; https://www.ncbi.nlm.nih.gov/pubmed/32557207/,The impact of COVID-19 pandemic on surgical residency programmes in Italy: a nationwide analysis on behalf of the Italian Polyspecialistic Young Surgeons Society (SPIGC).,False,False,http://doi.org/10.1007/s13304-020-00811-9
32512,32557532,['ChiCTR2000030089'],['ChiCTR'],['Chinese Clinical Trial Registry'],,10.1111/ijd.15008,32557532,929h6arn,https://doi.org/10.1111/ijd.15008; https://www.ncbi.nlm.nih.gov/pubmed/32557532/,Complicated coronavirus disease 2019 (COVID-19) in a psoriatic patient treated with ixekizumab.,False,False,http://doi.org/10.1111/ijd.15008
32514,32557535,,,,Has Trial Pub Type,10.1111/bjh.16950,32557535,,,Thrombocytopenia is independently associated with poor outcome in patients hospitalized for COVID-19.,False,False,http://doi.org/10.1111/bjh.16950
32589,32558354,['NCT04315948'],['NCT'],,,10.1002/psp4.12543,32558354,osolval7,https://www.ncbi.nlm.nih.gov/pubmed/32558354/; https://doi.org/10.1002/psp4.12543,Timing of Antiviral Treatment Initiation is Critical to Reduce SARS-CoV-2 Viral Load.,False,False,http://doi.org/10.1002/psp4.12543
32622,32558705,"['NCT02460588', 'NCT03584802']",['NCT'],,,10.1097/cm9.0000000000000864,32558705,bkqnx928,https://www.ncbi.nlm.nih.gov/pubmed/32558705/; https://doi.org/10.1097/cm9.0000000000000864,Current therapies for patients with acute exacerbation of idiopathic pulmonary fibrosis,False,,http://doi.org/10.1097/cm9.0000000000000864
32660,32559239,['jRCTs031180352'],['jRCT'],,,10.1371/journal.pone.0234626,32559239,px93j081,https://doi.org/10.1371/journal.pone.0234626; https://www.ncbi.nlm.nih.gov/pubmed/32559239/,Pharmacokinetics of a single inhalation of hydrogen gas in pigs,False,,http://doi.org/10.1371/journal.pone.0234626
32703,32560088,"['NCT03721978', 'NCT04336410']",['NCT'],,,10.3390/vaccines8020304,32560088,9l3mupv9,https://www.ncbi.nlm.nih.gov/pubmed/32560088/; https://doi.org/10.3390/vaccines8020304,Technological Approaches for Improving Vaccination Compliance and Coverage,False,,http://doi.org/10.3390/vaccines8020304
32727,32560624,['NCT01055184'],['NCT'],['ClinicalTrials.gov'],,10.1186/s12859-020-03594-3,32560624,p5eq1wxi,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7303933/,Implementing sequence-based antigenic distance calculation into immunological shape space model,False,,http://doi.org/10.1186/s12859-020-03594-3
32736,32560704,['ACTRN12619000760178'],['ACTRN'],,,10.1186/s13054-020-03075-2,32560704,cze2aw1h,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7304380/,Using indirect calorimetry in place of fixed energy prescription was feasible and energy targets were more closely met: do not forget an important limitation,False,,http://doi.org/10.1186/s13054-020-03075-2
32739,32560744,['2020-001860-27'],['EudraCT'],,Has Trial Pub Type,10.1186/s13063-020-04473-1,32560744,j1hqte6g,https://www.ncbi.nlm.nih.gov/pubmed/32560744/; https://doi.org/10.1186/s13063-020-04473-1,"AGILE-ACCORD: A Randomized, Multicentre, Seamless, Adaptive Phase I/II Platform Study to Determine the Optimal Dose, Safety and Efficacy of Multiple Candidate Agents for the Treatment of COVID-19: A structured summary of a study protocol for a randomised platform trial.",False,False,http://doi.org/10.1186/s13063-020-04473-1
32740,32560745,,"['irct', 'IRCT']",,Has Trial Pub Type,10.1186/s13063-020-04499-5,32560745,,,"Letter to the editor: efficacy of different methods of combination regimen administrations including dexamethasone, intravenous immunoglobulin, and interferon-beta to treat critically ill COVID-19 patients: a structured summary of a study protocol for a randomized controlled trial.",False,False,http://doi.org/10.1186/s13063-020-04499-5
32741,32560746,"['NCT04355364', '2020-001492-33']","['EudraCT', 'EUDRACT', 'NCT']","['clinicaltrials.gov', 'ClinicalTrials.gov']",Has Trial Pub Type,10.1186/s13063-020-04488-8,32560746,zcau146y,https://www.ncbi.nlm.nih.gov/pubmed/32560746/; https://doi.org/10.1186/s13063-020-04488-8,Efficacy and safety of aerosolized intra-tracheal dornase alfa administration in patients with SARS-CoV-2-induced acute respiratory distress syndrome (ARDS): a structured summary of a study protocol for a randomised controlled trial.,False,False,http://doi.org/10.1186/s13063-020-04488-8
32756,32561109,['NCT04354558'],['NCT'],,,10.1016/j.echo.2020.05.016,32561109,axm7sc81,https://www.ncbi.nlm.nih.gov/pubmed/32561109/; https://api.elsevier.com/content/article/pii/S0894731720302947; https://www.sciencedirect.com/science/article/pii/S0894731720302947?v=s5; https://doi.org/10.1016/j.echo.2020.05.016,Tricuspid Longitudinal Annular Displacement for the Assessment of Right Ventricular Systolic Dysfunction during Prone Positioning in Patients with COVID-19.,False,False,http://doi.org/10.1016/j.echo.2020.05.016
32840,32561840,['NCT02261779'],"['EudraCT', 'NCT']",['clinicaltrials.gov'],,10.1038/s41375-020-0892-z,32561840,378eupy9,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7303943/,"A proof of concept phase I/II pilot trial of LSD1 inhibition by tranylcypromine combined with ATRA in refractory/relapsed AML patients not eligible for intensive therapy Carsten Müller-Tidow 2,10 • on behalf of the Study Alliance Leukemia (SAL)",False,,http://doi.org/10.1038/s41375-020-0892-z
32859,32562029,['NCT03737110'],['NCT'],,,10.1007/s11886-020-01308-y,32562029,604gtqx9,https://www.ncbi.nlm.nih.gov/pubmed/32562029/; https://doi.org/10.1007/s11886-020-01308-y,"PERICARDIAL DISEASE (AL KLEIN AND CL JELLIS, SECTION EDITORS) Novel Pharmacotherapies for Recurrent Pericarditis: Current Options in 2020",False,,http://doi.org/10.1007/s11886-020-01308-y
32867,32562159,"['ChiCTR2000030481', 'NCT04244591', 'ChiCTR2000029656', 'ChiCTR2000029386']","['ChiCTR', 'NCT']",,,10.1007/s40199-020-00353-w,32562159,7lp07v5i,https://www.ncbi.nlm.nih.gov/pubmed/32562159/; https://doi.org/10.1007/s40199-020-00353-w,"The clinical value of two combination regimens in the Management of Patients Suffering from Covid-19 pneumonia: a single centered, retrospective, observational study.",False,False,http://doi.org/10.1007/s40199-020-00353-w
