,id,id_hits,prefix_hits,reg_name_hits,pub_types,doi,pm_id,cord_id,url,title,review_in_title,review_type,doi_link
12700,32346813,"['NCT04273321', 'ChiCTR2000030115']","['ChiCTR', 'NCT']",,,10.1007/s12020-020-02325-1,32346813,t6zbbkkr,https://doi.org/10.1007/s12020-020-02325-1; https://www.ncbi.nlm.nih.gov/pubmed/32346813/,"COVID-19, hypothalamo-pituitary-adrenal axis and clinical implications.",False,False,http://doi.org/10.1007/s12020-020-02325-1
12737,32347461,"['NCT03531710', 'NCT03100149', 'NCT03461276', 'NCT03518073', 'NCT03444870', 'NCT03887455', 'NCT01998841', 'NCT03174886', 'NCT02880956', 'NCT02565511', 'NCT03828747', 'NCT01760005', 'NCT03272165', 'NCT02008357', 'NCT02579252']",['NCT'],,,10.1007/s13311-020-00853-2,32347461,qbyk4psh,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7222955/,Immunotherapies for Aging-Related Neurodegenerative Diseases-Emerging Perspectives and New Targets,False,,http://doi.org/10.1007/s13311-020-00853-2
12767,32347925,['NCT02056340'],['NCT'],['ClinicalTrials.gov'],,10.1093/ehjcvp/pvaa042,32347925,f3kt4jfc,https://doi.org/10.1093/ehjcvp/pvaa042; https://www.ncbi.nlm.nih.gov/pubmed/32347925/,Statin therapy in COVID-19 infection.,False,False,http://doi.org/10.1093/ehjcvp/pvaa042
12812,32348339,['ChiCTR2000029829'],['ChiCTR'],['Chinese Clinical Trial Registry'],,10.1371/journal.pone.0231687,32348339,4nde2fqs,https://doi.org/10.1371/journal.pone.0231687; https://www.ncbi.nlm.nih.gov/pubmed/32348339/,Correlation between Heart fatty acid binding protein and severe COVID-19: A case-control study.,False,False,http://doi.org/10.1371/journal.pone.0231687
12850,32348699,['NCT02325167'],['NCT'],,,10.1177/0269216320911595,32348699,o9hmzaxm,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7243077/,How short is too short? A randomised controlled trial evaluating short-term existential behavioural therapy for informal caregivers of palliative patients,False,,http://doi.org/10.1177/0269216320911595
12905,32349265,"['NCT02687815', 'NCT03999580', 'NCT02112734', 'NCT03365687']",['NCT'],"['ClinicalTrials.gov', 'Clinicaltrials.gov']",,10.3390/nu12051233,32349265,an2xdbcz,https://doi.org/10.3390/nu12051233; https://www.ncbi.nlm.nih.gov/pubmed/32349265/,Vitamin D and Immunity in Infants and Children,False,,http://doi.org/10.3390/nu12051233
12930,32349928,"['NCT04328441', 'NCT04327206']",['NCT'],,,10.1016/j.eururo.2020.04.039,32349928,bwdu9mwe,https://www.sciencedirect.com/science/article/pii/S030228382030302X; https://api.elsevier.com/content/article/pii/S030228382030302X; https://doi.org/10.1016/j.eururo.2020.04.039; https://www.ncbi.nlm.nih.gov/pubmed/32349928/,Adjustments in the Use of Intravesical Instillations of Bacillus Calmette-Guérin for High-risk Non-muscle-invasive Bladder Cancer During the COVID-19 Pandemic.,False,False,http://doi.org/10.1016/j.eururo.2020.04.039
12992,32350686,['NCT04303299'],['NCT'],,,10.1007/s12325-020-01351-9,32350686,nedsqmr0,https://doi.org/10.1007/s12325-020-01351-9; https://www.ncbi.nlm.nih.gov/pubmed/32350686/,Anti COVID-19 Drugs: Need for More Clinical Evidence and Global Action.,False,False,http://doi.org/10.1007/s12325-020-01351-9
13094,32352535,"['NCT04315480', 'NCT04331795', 'NCT04338906', 'NCT04317092', 'NCT04321096', 'NCT04315298', 'NCT04318015']","['EudraCT', 'NCT']","['ClinicalTrials.gov', 'clinicaltrials.gov']",,10.1093/cvr/cvaa106,32352535,1aal6njl,https://doi.org/10.1093/cvr/cvaa106; https://www.ncbi.nlm.nih.gov/pubmed/32352535/,"COVID-19 and the cardiovascular system: implications for risk assessment, diagnosis, and treatment options.",False,False,http://doi.org/10.1093/cvr/cvaa106
13148,32353223,['NCT04318366'],['NCT'],['ClinicalTrials.gov'],,,32353223,,,"Characteristics, treatment, outcomes and cause of death of invasively ventilated patients with COVID-19 ARDS in Milan, Italy.",False,False,
13197,32353544,['NCT03918850'],['NCT'],,,10.1016/j.cct.2020.106014,32353544,gc32tz2x,https://doi.org/10.1016/j.cct.2020.106014; https://www.sciencedirect.com/science/article/pii/S1551714420300926?v=s5; https://api.elsevier.com/content/article/pii/S1551714420300926; https://www.ncbi.nlm.nih.gov/pubmed/32353544/,Journal Pre-proof Medication treatment for opioid use disorder in expectant mothers (MOMs): Design considerations for a pragmatic randomized trial comparing extended-release and daily buprenorphine formulations Medication treatment for opioid use disorder in expectant mothers (MOMs): design considerations for a pragmatic randomized trial comparing extended-release and daily buprenorphine formulations,False,,http://doi.org/10.1016/j.cct.2020.106014
13285,32354651,['NCT04315948'],['NCT'],['ClinicalTrials.gov'],,10.1016/j.neurol.2020.04.004,32354651,sz8ieltb,https://www.sciencedirect.com/science/article/pii/S0035378720305233?v=s5; https://www.ncbi.nlm.nih.gov/pubmed/32354651/; https://api.elsevier.com/content/article/pii/S0035378720305233; https://doi.org/10.1016/j.neurol.2020.04.004,Guidance for the care of neuromuscular patients during the COVID-19 pandemic outbreak from the French Rare Health Care for Neuromuscular Diseases Network.,False,False,http://doi.org/10.1016/j.neurol.2020.04.004
13313,32354772,"['ChiCTR2000030089', 'NCT04341584', 'NCT04324073', 'NCT04331808']","['ChiCTR', 'NCT']",['ClinicalTrials.gov'],,10.1136/annrheumdis-2020-217362,32354772,cj0jgpyu,https://www.ncbi.nlm.nih.gov/pubmed/32354772/; https://doi.org/10.1136/annrheumdis-2020-217362,Recovery from COVID-19 in a patient with spondyloarthritis treated with TNF-alpha inhibitor etanercept.,False,False,http://doi.org/10.1136/annrheumdis-2020-217362
13372,32355446,"['ChiCTR2000030089', 'ChiCTR2000029580', 'NCT04320277', 'ChiCTR2000029765']","['ChiCTR', 'NCT']",['ClinicalTrials.gov'],,10.1016/j.rhum.2020.03.010,32355446,hck0sow6,https://api.elsevier.com/content/article/pii/S1169833020300909; https://www.ncbi.nlm.nih.gov/pubmed/32355446/; https://doi.org/10.1016/j.rhum.2020.03.010; https://www.sciencedirect.com/science/article/pii/S1169833020300909,ScienceDirect,False,,http://doi.org/10.1016/j.rhum.2020.03.010
13419,32356239,"['NCT02557308', 'NCT02605642', 'NCT02539368', 'NCT02557295', 'NCT02326155']",['NCT'],['ClinicalTrials.gov'],,10.1007/s40259-020-00421-2,32356239,kiik5k3x,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7223987/,Post-Marketing Pooled Safety Analysis for CT-P13 Treatment of Patients with Immune-Mediated Inflammatory Diseases in Observational Cohort Studies,False,,http://doi.org/10.1007/s40259-020-00421-2
13429,32356322,"['NCT04341675', 'NCT04333472', 'NCT04320277', 'NCT04317040', 'NCT04321993', 'NCT04340232', 'NCT04338802', 'NCT04334044', 'NCT04332042', 'NCT04338958', 'NCT04268537', 'NCT04275245', 'NCT04331665']",['NCT'],,,10.1002/ajh.25853,32356322,5dnlo1iu,https://www.ncbi.nlm.nih.gov/pubmed/32356322/; https://doi.org/10.1002/ajh.25853,Special considerations in the management of patients with myelodysplastic myndrome / myeloproliferative neoplasm overlap syndromes during the SARS-CoV-2 pandemic.,False,False,http://doi.org/10.1002/ajh.25853
13440,32356577,"['ChiCTR2000030089', 'ChiCTR2000030703']","['ChiCTR', 'chictr']",,,10.1111/dth.13475,32356577,vb9ks4mq,https://doi.org/10.1111/dth.13475; https://www.ncbi.nlm.nih.gov/pubmed/32356577/,"Biologics increase the risk of SARS-CoV-2 infection and hospitalization, but not ICU admission and death: Real-life data from a large cohort during red-zone declaration.",False,False,http://doi.org/10.1111/dth.13475
13473,32356926,['NCT04355936'],['NCT'],,,10.1002/ddr.21679,32356926,n7gtywil,https://doi.org/10.1002/ddr.21679; https://www.ncbi.nlm.nih.gov/pubmed/32356926/,Telmisartan as tentative angiotensin receptor blocker therapeutic for COVID-19.,False,False,http://doi.org/10.1002/ddr.21679
13507,32357471,['NCT04280705'],['NCT'],,,10.3390/pathogens9050320,32357471,246qy3wb,https://doi.org/10.3390/pathogens9050320; https://www.ncbi.nlm.nih.gov/pubmed/32357471/,Feasibility of Known RNA Polymerase Inhibitors as Anti-SARS-CoV-2 Drugs.,False,False,http://doi.org/10.3390/pathogens9050320
13629,32359080,"['ChiCTR2000029765', 'ChiCTR2000029600', 'NCT00886353']","['ChiCTR', 'NCT']",,,10.1111/bcp.14343,32359080,zut4wgxf,https://doi.org/10.1111/bcp.14343; https://www.ncbi.nlm.nih.gov/pubmed/32359080/,Off-target ACE2 ligands: Possible therapeutic option for CoVid-19?,False,False,http://doi.org/10.1111/bcp.14343
13654,32359402,"['NCT04328441', 'NCT04327206']",['NCT'],,,10.1016/S0140-6736(20)31025-4,32359402,hcm21kug,https://www.ncbi.nlm.nih.gov/pubmed/32359402/; https://doi.org/10.1016/s0140-6736(20)31025-4; https://api.elsevier.com/content/article/pii/S0140673620310254; https://www.sciencedirect.com/science/article/pii/S0140673620310254,Considering BCG vaccination to reduce the impact of COVID-19.,False,False,http://doi.org/10.1016/S0140-6736(20)31025-4
13713,32360010,"['NCT04287686', 'NCT04322786', 'NCT04311177', 'NCT04318418', 'NCT04312009']",['NCT'],['clinicaltrials.gov'],,10.1053/j.jvca.2020.04.010,32360010,apli48ih,https://www.sciencedirect.com/science/article/pii/S1053077020303682?v=s5; https://doi.org/10.1053/j.jvca.2020.04.010; https://www.ncbi.nlm.nih.gov/pubmed/32360010/; https://api.elsevier.com/content/article/pii/S1053077020303682,The Renin-Angiotensin-Aldosterone System in Coronavirus Infection-Current Considerations During the Pandemic.,False,False,http://doi.org/10.1053/j.jvca.2020.04.010
13732,32360111,['NCT04322487'],['NCT'],,,10.1016/j.ajog.2020.04.020,32360111,fyn2xzfw,https://doi.org/10.1016/j.ajog.2020.04.020; https://www.ncbi.nlm.nih.gov/pubmed/32360111/; https://www.sciencedirect.com/science/article/pii/S0002937820304683?v=s5; https://api.elsevier.com/content/article/pii/S0002937820304683,The diagnosis of pneumonia in a pregnant woman with coronavirus disease 2019 using maternal lung ultrasound.,False,False,http://doi.org/10.1016/j.ajog.2020.04.020
13754,32360285,"['NCT04293887', 'NCT04315948']",['NCT'],,,10.1016/j.jaci.2020.04.029,32360285,eiphxwmn,https://www.ncbi.nlm.nih.gov/pubmed/32360285/; https://api.elsevier.com/content/article/pii/S0091674920305789; https://doi.org/10.1016/j.jaci.2020.04.029; https://www.sciencedirect.com/science/article/pii/S0091674920305789?v=s5,Type I IFN immunoprofiling in COVID-19 patients.,False,False,http://doi.org/10.1016/j.jaci.2020.04.029
13769,32360327,"['NCT02026349', 'NCT01068912', 'NCT02739477']","['EudraCT', 'NCT']",['ClinicalTrials.gov'],,10.1016/j.tmaid.2020.101710,32360327,6jpq0s9d,https://api.elsevier.com/content/article/pii/S1477893920301782; https://www.ncbi.nlm.nih.gov/pubmed/32360327/; https://www.sciencedirect.com/science/article/pii/S1477893920301782; https://doi.org/10.1016/j.tmaid.2020.101710,Potential repurposing of Favipiravir in COVID-19 outbreak based on current evidence.,False,False,http://doi.org/10.1016/j.tmaid.2020.101710
13788,32360423,['NCT04331834'],['NCT'],,,10.1016/j.tmaid.2020.101716,32360423,jql01rog,https://www.sciencedirect.com/science/article/pii/S1477893920301848; https://doi.org/10.1016/j.tmaid.2020.101716; https://www.ncbi.nlm.nih.gov/pubmed/32360423/; https://api.elsevier.com/content/article/pii/S1477893920301848,Malaria prophylaxis approach during COVID-19 pandemic.,False,False,http://doi.org/10.1016/j.tmaid.2020.101716
13908,32361195,"['NCT 04261426', 'NCT04306705', '2020-001110-38', 'NCT04317092']","['EudraCT', 'NCT']",,,10.1016/j.autrev.2020.102559,32361195,kwp2hs0m,https://api.elsevier.com/content/article/pii/S156899722030121X; https://www.sciencedirect.com/science/article/pii/S156899722030121X; https://www.ncbi.nlm.nih.gov/pubmed/32361195/; https://doi.org/10.1016/j.autrev.2020.102559,SARS-CoV-2 infection complicated by inflammatory syndrome. Could high-dose human immunoglobulin for intravenous use (IVIG) be beneficial?,False,False,http://doi.org/10.1016/j.autrev.2020.102559
14148,32363246,['NCT00864331'],['NCT'],,,10.1016/j.adro.2020.04.013,32363246,0i92xqel,https://www.ncbi.nlm.nih.gov/pubmed/32363246/; https://api.elsevier.com/content/article/pii/S2452109420300890; https://www.sciencedirect.com/science/article/pii/S2452109420300890?v=s5; https://doi.org/10.1016/j.adro.2020.04.013,A call for new 4R's based Radiation Oncology model in COVID-19 Pandemic.,False,False,http://doi.org/10.1016/j.adro.2020.04.013
14153,32363251,"['NCT02775539', 'NCT02066662']",['NCT'],,,10.1016/s2452-302x(20)30151-0,32363251,fto7frcu,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7185951/,EDITOR-IN-CHIEF EDITORIAL CONSULTANTS CONTINUED SOCIAL MEDIA EDITORS Design of the b3-Adrenergic Agonist Treatment in Chronic Pulmonary Hypertension Secondary to Heart Failure Trial,False,,http://doi.org/10.1016/s2452-302x(20)30151-0
14203,32364011,"['NCT00002065', 'NCT02963051', 'NCT03198559', 'NCT03151772', 'NCT03323346']",['NCT'],,,10.1080/07391102.2020.1764393,32364011,r3rlykli,https://doi.org/10.1080/07391102.2020.1764393; https://www.ncbi.nlm.nih.gov/pubmed/32364011/,"FDA-approved thiol-reacting drugs that potentially bind into the SARS-CoV-2 main protease, essential for viral replication.",False,False,http://doi.org/10.1080/07391102.2020.1764393
14334,32366290,"['NCT 03608592', 'NCT 01775774', 'NCT 02112500', 'NCT 02444455', 'NCT 04273646', 'NCT 04288102', 'NCT 04282928', 'NCT 01902082', 'NCT 04269525', 'NCT 02804945', 'NCT 04252118', 'NCT 04276987', 'NCT 04289194', 'NCT 03042143']",['NCT'],,,10.1186/s13287-020-01678-8,32366290,ksoonwf9,https://doi.org/10.1186/s13287-020-01678-8; https://www.ncbi.nlm.nih.gov/pubmed/32366290/,Mesenchymal stem cells as a potential therapy for COVID-19.,False,False,http://doi.org/10.1186/s13287-020-01678-8
14397,32366746,"['NCT04252664', 'NCT02845843', 'ChiCTR2000029308', 'NCT04257656']","['ChiCTR', 'NCT']",,,10.1097/CM9.0000000000000899,32366746,3lck1a0w,https://doi.org/10.1097/cm9.0000000000000899; https://www.ncbi.nlm.nih.gov/pubmed/32366746/,Guidance for the management of adult patients with coronavirus disease 2019.,False,False,http://doi.org/10.1097/CM9.0000000000000899
14412,32366940,"['NCT01302496', 'NCT03688178', 'NCT01066390', 'NCT02366728', 'NCT02649829', 'NCT00626483', 'NCT02649582']",['NCT'],,,10.1038/s41401-020-0415-5,32366940,rk76p2wd,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7470877/,Ex vivo pulsed dendritic cell vaccination against cancer,False,,http://doi.org/10.1038/s41401-020-0415-5
14422,32367170,['NCT #02391792'],['NCT'],,,10.1007/s00134-020-06062-x,32367170,tobce4zz,https://www.ncbi.nlm.nih.gov/pubmed/32367170/; https://doi.org/10.1007/s00134-020-06062-x,High risk of thrombosis in patients with severe SARS-CoV-2 infection: a multicenter prospective cohort study.,False,False,http://doi.org/10.1007/s00134-020-06062-x
14449,32367579,"['NCT04292730', 'NCT04328285', 'NCT04303507', 'NCT04292899', '2020-000890-25']",['NCT'],,,10.1096/fj.202000654R,32367579,5t1mefcs,https://www.ncbi.nlm.nih.gov/pubmed/32367579/; https://doi.org/10.1096/fj.202000654r,"The lysosome: A potential juncture between SARS-CoV-2 infectivity and Niemann-Pick disease type C, with therapeutic implications.",False,False,http://doi.org/10.1096/fj.202000654R
14523,32368790,['2020-001236-10'],['EudraCT'],,Has Trial Pub Type,10.1111/bjh.16758,32368790,g2i96lmc,https://doi.org/10.1111/bjh.16758; https://www.ncbi.nlm.nih.gov/pubmed/32368790/,Philadelphia-positive acute lymphoblastic leukaemia (ALL) in Italy during the COVID-19 pandemic: a Campus ALL study.,False,False,http://doi.org/10.1111/bjh.16758
14616,32369666,['NCT04362085'],['NCT'],['clinicalTrials.gov'],,10.1111/jth.14888,32369666,pwmi765q,https://doi.org/10.1111/jth.14888; https://www.ncbi.nlm.nih.gov/pubmed/32369666/,Incidence of venous thromboembolism in hospitalized patients with COVID-19.,False,False,http://doi.org/10.1111/jth.14888
14662,32370758,"['NCT04310228', 'NCT04292899', 'NCT04257656']",['NCT'],,,10.1186/s12967-020-02355-3,32370758,00s3wgem,https://doi.org/10.1186/s12967-020-02355-3; https://www.ncbi.nlm.nih.gov/pubmed/32370758/,SARS-CoV-2 RNA polymerase as target for antiviral therapy.,False,False,http://doi.org/10.1186/s12967-020-02355-3
14771,32371814,['NCT04312009'],['NCT'],['ClinicalTrials.gov'],,10.1097/HJH.0000000000002484,32371814,wey5ogxo,https://doi.org/10.1097/hjh.0000000000002484; https://www.ncbi.nlm.nih.gov/pubmed/32371814/,Reply: Possible impact of membrane ACE2 expression on COVID-19 infection.,False,False,http://doi.org/10.1097/HJH.0000000000002484
14779,32371949,['ChiCTR2000030494'],"['ChiCTR', 'chictr']",,,10.1038/s41392-020-0163-5,32371949,mf63ljz6,https://www.ncbi.nlm.nih.gov/pubmed/32371949/; https://doi.org/10.1038/s41392-020-0163-5,Immune dysfunction leads to mortality and organ injury in patients with COVID-19 in China: insights from ERS-COVID-19 study.,False,False,http://doi.org/10.1038/s41392-020-0163-5
14798,32372280,['NCT02288234'],['NCT'],['clinicaltrials.gov'],,10.1007/s40801-020-00191-x,32372280,dfx9ga2v,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7223833/,Clinical Experience with Telavancin for the Treatment of Patients with Bacteremia and Endocarditis: Real-World Results from the Telavancin Observational Use Registry (TOUR™),False,,http://doi.org/10.1007/s40801-020-00191-x
14800,32372435,['NCT04312009'],['NCT'],['clinicaltrials.gov'],,10.5694/mja2.50603,32372435,1wiidwue,https://doi.org/10.5694/mja2.50603; https://www.ncbi.nlm.nih.gov/pubmed/32372435/,Drug repurposing in the era of COVID-19: a call for leadership and government investment.,False,False,http://doi.org/10.5694/mja2.50603
14905,32373790,"['ISRCTN43717130', 'NCT03332225']","['ISRCTN', 'NCT']",,,10.1016/s2665-9913(20)30096-5,32373790,h4tnz9x4,https://www.sciencedirect.com/science/article/pii/S2665991320300965; https://doi.org/10.1016/s2665-9913(20)30096-5; https://api.elsevier.com/content/article/pii/S2665991320300965; https://www.ncbi.nlm.nih.gov/pubmed/32373790/,Silencing the cytokine storm: the use of intravenous anakinra in haemophagocytic lymphohistiocytosis or macrophage activation syndrome,False,,http://doi.org/10.1016/s2665-9913(20)30096-5
14940,32374264,"['ChiCTR2000030055', 'NCT04304313']","['ChiCTR', 'NCT']",,,10.2196/19199,32374264,qd7dimmj,https://www.ncbi.nlm.nih.gov/pubmed/32374264/; https://doi.org/10.2196/19199,Delivering Benefits at Speed Through Real-World Repurposing of Off-Patent Drugs: The COVID-19 Pandemic as a Case in Point.,False,False,http://doi.org/10.2196/19199
14994,32374874,"['NCT04320277', 'ChiCTR2000030089', 'NCT04317092', 'NCT04321278', 'NCT04322396', 'ChiCTR2000029765', 'NCT04304053', 'NCT04315298']","['ChiCTR', 'NCT']",,,10.1093/rheumatology/keaa194,32374874,tcndcpby,https://doi.org/10.1093/rheumatology/keaa194; https://www.ncbi.nlm.nih.gov/pubmed/32374874/,COVID-19: an unexpected indication for anti-rheumatic therapies?,False,False,http://doi.org/10.1093/rheumatology/keaa194
15019,32375142,['NCT04320615'],['NCT'],['clinicaltrials.gov'],,10.1159/000508021,32375142,xk7djqtd,https://www.ncbi.nlm.nih.gov/pubmed/32375142/; https://doi.org/10.1159/000508021,"Perspective: SARS-CoV-2, COVID-19 and Haematologists.",False,False,http://doi.org/10.1159/000508021
15080,32376101,['ChiCTR2000030852'],"['Chictr', 'ChiCTR']",,,10.1016/j.mayocp.2020.04.006,32376101,ghtwxxx0,https://api.elsevier.com/content/article/pii/S0025619620303670; https://doi.org/10.1016/j.mayocp.2020.04.006; https://www.ncbi.nlm.nih.gov/pubmed/32376101/; https://www.sciencedirect.com/science/article/pii/S0025619620303670?v=s5,Association Between Hypoxemia and Mortality in Patients With COVID-19.,False,False,http://doi.org/10.1016/j.mayocp.2020.04.006
15118,32376396,"['2020-001154-22', 'ChiCTR2000029765']",['ChiCTR'],,,10.1016/j.autrev.2020.102564,32376396,dii5vezc,https://www.ncbi.nlm.nih.gov/pubmed/32376396/; https://api.elsevier.com/content/article/pii/S1568997220301269; https://doi.org/10.1016/j.autrev.2020.102564; https://www.sciencedirect.com/science/article/pii/S1568997220301269?v=s5,Tocilizumab for cytokine storm syndrome in COVID-19 pneumonia: an increased risk for candidemia?,False,False,http://doi.org/10.1016/j.autrev.2020.102564
15122,32376400,['NCT04332913'],['NCT'],,,10.1016/j.autrev.2020.102562,32376400,1yof2mtj,https://doi.org/10.1016/j.autrev.2020.102562; https://www.ncbi.nlm.nih.gov/pubmed/32376400/; https://api.elsevier.com/content/article/pii/S1568997220301245; https://www.sciencedirect.com/science/article/pii/S1568997220301245,Cytokine storm syndrome in severe COVID-19.,False,False,http://doi.org/10.1016/j.autrev.2020.102562
15205,32377399,"['NCT02670187', 'NCT01489358', 'NCT02543567', 'NCT00072605', 'NCT03805984', 'NCT02840487', 'NCT04324606', 'NCT03020771', 'NCT00099463']",['NCT'],,,10.1038/s41541-020-0188-3,32377399,6r9cgkgw,https://doi.org/10.1038/s41541-020-0188-3; https://www.ncbi.nlm.nih.gov/pubmed/32377399/,COVID-19 vaccines: breaking record times to first-in-human trials.,False,False,http://doi.org/10.1038/s41541-020-0188-3
15241,32377892,['NCT02999438'],['NCT'],['ClinicalTrials.gov'],,10.1007/s00246-020-02354-7,32377892,ng9dvazb,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7223568/,Translation of the Frailty Paradigm from Older Adults to Children with Cardiac Disease,False,,http://doi.org/10.1007/s00246-020-02354-7
15246,32377963,['NCT02637011'],['NCT'],['ClinicalTrials.gov'],,10.1186/s13613-020-00671-x,32377963,ouy8jfm1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7203349/,Open Access,False,,http://doi.org/10.1186/s13613-020-00671-x
15254,32378030,"['NCT04332666', 'NCT04335136']",['NCT'],['ClinicalTrials.gov'],,10.1007/s12975-020-00818-9,32378030,7pxfzuq0,https://www.ncbi.nlm.nih.gov/pubmed/32378030/; https://doi.org/10.1007/s12975-020-00818-9,COVID-19-Related Stroke.,False,False,http://doi.org/10.1007/s12975-020-00818-9
15356,32379112,"['NCT04276896', 'NCT04257656', 'NCT04292340', 'NCT04283461', 'NCT04252664', 'NCT04299724']","['NCT', 'Ctri']",['ClinicalTrials.gov'],,10.2106/JBJS.20.00396,32379112,3ateeei3,https://www.ncbi.nlm.nih.gov/pubmed/32379112/; https://doi.org/10.2106/jbjs.20.00396,Novel Coronavirus COVID-19: Current Evidence and Evolving Strategies.,False,False,http://doi.org/10.2106/JBJS.20.00396
15392,32379637,,,,Has Trial Pub Type,10.1016/j.ctcp.2020.101166,32379637,p8vhi6d9,https://api.elsevier.com/content/article/pii/S1744388120304278; https://www.ncbi.nlm.nih.gov/pubmed/32379637/; https://doi.org/10.1016/j.ctcp.2020.101166; https://www.sciencedirect.com/science/article/pii/S1744388120304278,Respiratory rehabilitation in elderly patients with COVID-19: A randomized controlled study.,False,False,http://doi.org/10.1016/j.ctcp.2020.101166
15394,32379667,,,,Has Trial Pub Type,10.1016/j.ctcp.2020.101132,32379667,v8wqhyf5,https://api.elsevier.com/content/article/pii/S1744388120302784; https://doi.org/10.1016/j.ctcp.2020.101132; https://www.ncbi.nlm.nih.gov/pubmed/32379667/; https://www.sciencedirect.com/science/article/pii/S1744388120302784,Effects of progressive muscle relaxation on anxiety and sleep quality in patients with COVID-19.,False,False,http://doi.org/10.1016/j.ctcp.2020.101132
15454,32380052,"['DRKS00006087', 'NCT01227278', 'NCT00024544', 'NCT02927431', 'NCT00801853']","['NCT', 'DRKS']",['ClinicalTrials.gov'],,10.1016/j.phrs.2020.104881,32380052,4ij16ugk,https://www.ncbi.nlm.nih.gov/pubmed/32380052/; https://www.sciencedirect.com/science/article/pii/S1043661820311890?v=s5; https://doi.org/10.1016/j.phrs.2020.104881; https://api.elsevier.com/content/article/pii/S1043661820311890,Journal Pre-proof Granulocyte-targeted therapies for airway diseases Granulocyte-targeted therapies for airway diseases,False,,http://doi.org/10.1016/j.phrs.2020.104881
15479,32380318,['NCT04322773'],['NCT'],['clinicaltrials.gov'],,10.1016/j.autrev.2020.102563,32380318,tcd3krdf,https://www.sciencedirect.com/science/article/pii/S1568997220301257?v=s5; https://api.elsevier.com/content/article/pii/S1568997220301257; https://doi.org/10.1016/j.autrev.2020.102563; https://www.ncbi.nlm.nih.gov/pubmed/32380318/,Why judiciously timed anti-IL 6 therapy may be of benefit in severe COVID-19 infection.,False,False,http://doi.org/10.1016/j.autrev.2020.102563
15520,32380908,,,,Has Trial Pub Type,10.1089/scd.2020.0080,32380908,,,Exosomes Derived from Bone Marrow Mesenchymal Stem Cells as Treatment for Severe COVID-19.,False,False,http://doi.org/10.1089/scd.2020.0080
15532,32381098,['NCT02313610'],['NCT'],['ClinicalTrials.gov'],,10.1186/s40249-020-00660-z,32381098,8frq4grt,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7203794/,Improvement cues of lesion absorption using the adjuvant therapy of traditional Chinese medicine Qinbudan tablet for retreatment pulmonary tuberculosis with standard anti-tuberculosis regimen,False,,http://doi.org/10.1186/s40249-020-00660-z
15533,32381107,['NCT02276417'],['NCT'],['clinicaltrials.gov'],,10.1186/s13054-020-02917-3,32381107,ds9vuss8,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206740/,Phenotypic heterogeneity by site of infection in surgical sepsis: a prospective longitudinal study,False,,http://doi.org/10.1186/s13054-020-02917-3
15702,32383125,['NCT04308668'],['NCT'],['clinicaltrials.gov'],Has Trial Pub Type,10.1007/s12630-020-01684-7,32383125,60qw00zc,https://www.ncbi.nlm.nih.gov/pubmed/32383125/; https://doi.org/10.1007/s12630-020-01684-7,Post-exposure prophylaxis or pre-emptive therapy for severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2): study protocol for a pragmatic randomized-controlled trial.,False,False,http://doi.org/10.1007/s12630-020-01684-7
15763,32383812,"['NCT04343768', 'NCT04354519', 'NCT04350671', 'NCT04280588']",['NCT'],,,10.1002/ana.25770,32383812,5inyjnlo,https://www.ncbi.nlm.nih.gov/pubmed/32383812/; https://doi.org/10.1002/ana.25770,SARS-CoV-2 and Multiple Sclerosis: Not All Immune Depleting DMTs are Equal or Bad.,False,False,http://doi.org/10.1002/ana.25770
15779,32384086,['NCT03946748'],"['RbR', 'NCT']",,,10.1371/journal.pone.0231892,32384086,hqn61c43,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7209288/,"Inhibition of complement pathway activation with Pozelimab, a fully human antibody to complement component C5",False,,http://doi.org/10.1371/journal.pone.0231892
15791,32384202,['NCT04332302'],['NCT'],,,10.1111/1753-0407.13051,32384202,ogiwavmf,https://www.ncbi.nlm.nih.gov/pubmed/32384202/; https://doi.org/10.1111/1753-0407.13051,Home-based training strategy to maintain muscle function in older adults with diabetes during COVID-19 confinement.,False,False,http://doi.org/10.1111/1753-0407.13051
15823,32384906,['NCT04348513'],"['EudraCT', 'NCT']",['ClinicalTrials.gov'],,10.1186/s13054-020-02934-2,32384906,w10ytyxa,https://doi.org/10.1186/s13054-020-02934-2; https://www.ncbi.nlm.nih.gov/pubmed/32384906/,Use of triiodothyronine to treat critically ill COVID-19 patients: a new clinical trial.,False,False,http://doi.org/10.1186/s13054-020-02934-2
