id,trn,registry
tri02033,EUCTR2020-001708-41,EudraCT
tri02033,NCT04366960,ClinicalTrials.gov
tri02034,NCT04367831,ClinicalTrials.gov
tri02035,NCT04370782,ClinicalTrials.gov
tri02036,NCT04370808,ClinicalTrials.gov
tri02037,NCT04371952,ClinicalTrials.gov
tri02038,NCT04372979,ClinicalTrials.gov
tri02039,NCT04374513,ClinicalTrials.gov
tri02040,NCT04375124,ClinicalTrials.gov
tri02041,NCT04377685,ClinicalTrials.gov
tri02042,NCT04377724,ClinicalTrials.gov
tri02043,NCT04377789,ClinicalTrials.gov
tri02044,NCT04388436,ClinicalTrials.gov
tri02045,NCT04388631,ClinicalTrials.gov
tri02046,NCT04388683,ClinicalTrials.gov
tri02047,NCT04389333,ClinicalTrials.gov
tri02048,NCT04389372,ClinicalTrials.gov
tri02049,NCT04389385,ClinicalTrials.gov
tri02050,NCT04389463,ClinicalTrials.gov
tri02051,NCT04389645,ClinicalTrials.gov
tri02052,NCT04389658,ClinicalTrials.gov
tri02053,NCT04389684,ClinicalTrials.gov
tri02054,NCT04389801,ClinicalTrials.gov
tri02055,NCT04389944,ClinicalTrials.gov
tri02056,EUCTR2020-002035-30,EudraCT
tri02056,NCT04390061,ClinicalTrials.gov
tri02057,NCT04390152,ClinicalTrials.gov
tri02058,NCT04390217,ClinicalTrials.gov
tri02059,NCT04390269,ClinicalTrials.gov
tri02060,NCT04390412,ClinicalTrials.gov
tri02060,IRCT20200509047366N1,IRCT
tri02061,NCT04390464,ClinicalTrials.gov
tri02061,EUCTR2020-001354-22,EudraCT
tri02061,ISRCTN11188345,ISRCTN
tri02062,NCT04390477,ClinicalTrials.gov
tri02063,NCT04390503,ClinicalTrials.gov
tri02064,NCT04390555,ClinicalTrials.gov
tri02065,NCT04391400,ClinicalTrials.gov
tri02066,NCT04391686,ClinicalTrials.gov
tri02067,NCT04391712,ClinicalTrials.gov
tri02068,NCT04391829,ClinicalTrials.gov
tri02069,NCT04391881,ClinicalTrials.gov
tri02070,NCT04391920,ClinicalTrials.gov
tri02071,NCT04391946,ClinicalTrials.gov
tri02072,NCT04392089,ClinicalTrials.gov
tri02073,NCT04392141,ClinicalTrials.gov
tri02073,IRCT20150623022884N3,IRCT
tri02074,NCT04392245,ClinicalTrials.gov
tri02075,NCT04392323,ClinicalTrials.gov
tri02076,NCT04392388,ClinicalTrials.gov
tri02077,NCT04392401,ClinicalTrials.gov
tri02078,NCT04392427,ClinicalTrials.gov
tri02079,NCT04392453,ClinicalTrials.gov
tri02080,NCT04392713,ClinicalTrials.gov
tri02081,NCT04392778,ClinicalTrials.gov
tri02082,NCT04393961,ClinicalTrials.gov
tri02083,NCT04394000,ClinicalTrials.gov
tri02084,NCT04394026,ClinicalTrials.gov
tri02085,NCT04394169,ClinicalTrials.gov
tri02086,NCT04394182,ClinicalTrials.gov
tri02087,NCT04394195,ClinicalTrials.gov
tri02088,NCT04394208,ClinicalTrials.gov
tri02089,NCT04395833,ClinicalTrials.gov
tri02090,NCT04259892,ClinicalTrials.gov
tri02091,NCT04306393,ClinicalTrials.gov
tri02091,EUCTR2020-001490-68,EudraCT
tri02092,NCT04318314,ClinicalTrials.gov
tri02093,NCT04336761,ClinicalTrials.gov
tri02094,NCT04337346,ClinicalTrials.gov
tri02095,NCT04338828,ClinicalTrials.gov
tri02096,NCT04338945,ClinicalTrials.gov
tri02097,NCT04341675,ClinicalTrials.gov
tri02098,NCT04342637,ClinicalTrials.gov
tri02099,NCT04342663,ClinicalTrials.gov
tri02100,NCT04347681,ClinicalTrials.gov
tri02101,NCT04347928,ClinicalTrials.gov
tri02102,NCT04348240,ClinicalTrials.gov
tri02103,NCT04350736,ClinicalTrials.gov
tri02104,NCT04351399,ClinicalTrials.gov
tri02105,NCT04351633,ClinicalTrials.gov
tri02106,NCT04353011,ClinicalTrials.gov
tri02107,NCT04354714,ClinicalTrials.gov
tri02108,NCT04355143,ClinicalTrials.gov
tri02109,NCT04355533,ClinicalTrials.gov
tri02110,NCT04355897,ClinicalTrials.gov
tri02111,NCT04358081,ClinicalTrials.gov
tri02112,NCT04360837,ClinicalTrials.gov
tri02113,NCT04361214,ClinicalTrials.gov
tri02114,NCT04361344,ClinicalTrials.gov
tri02115,NCT04362189,ClinicalTrials.gov
tri02116,NCT04365153,ClinicalTrials.gov
tri02117,NCT04365348,ClinicalTrials.gov
tri02118,NCT04365361,ClinicalTrials.gov
tri02119,NCT04365764,ClinicalTrials.gov
tri02120,NCT04368000,ClinicalTrials.gov
tri02121,NCT04368845,ClinicalTrials.gov
tri02122,NCT04372628,ClinicalTrials.gov
tri02123,NCT04373096,ClinicalTrials.gov
tri02124,NCT04374656,ClinicalTrials.gov
tri02125,NCT04375501,ClinicalTrials.gov
tri02126,NCT04376580,ClinicalTrials.gov
tri02127,NCT04380402,ClinicalTrials.gov
tri02128,NCT04383678,ClinicalTrials.gov
tri02129,NCT04384406,ClinicalTrials.gov
tri02130,NCT04384445,ClinicalTrials.gov
tri02131,NCT04385147,ClinicalTrials.gov
tri02132,NCT04386265,ClinicalTrials.gov
tri02133,NCT04386447,ClinicalTrials.gov
tri02134,NCT04387240,ClinicalTrials.gov
tri02135,NCT04388618,ClinicalTrials.gov
tri02136,NCT04390022,ClinicalTrials.gov
tri02137,NCT04390074,ClinicalTrials.gov
tri02138,NCT04391101,ClinicalTrials.gov
tri02139,NCT04391738,ClinicalTrials.gov
tri02140,NCT04392128,ClinicalTrials.gov
tri02141,NCT04392232,ClinicalTrials.gov
tri02142,NCT04393038,ClinicalTrials.gov
tri02142,PER-069-20,REPEC
tri02142,EUCTR2020-001673-75,EudraCT
tri02143,NCT04393051,ClinicalTrials.gov
tri02144,NCT04393155,ClinicalTrials.gov
tri02145,NCT04393402,ClinicalTrials.gov
tri02146,NCT04393428,ClinicalTrials.gov
tri02147,NCT04393558,ClinicalTrials.gov
tri02148,NCT04393727,ClinicalTrials.gov
tri02149,EUCTR2020-001721-31,EudraCT
tri02149,NCT04393792,ClinicalTrials.gov
tri02150,NCT04393805,ClinicalTrials.gov
tri02151,NCT04393818,ClinicalTrials.gov
tri02152,NCT04393974,ClinicalTrials.gov
tri02153,NCT04394013,ClinicalTrials.gov
tri02154,NCT04394390,ClinicalTrials.gov
tri02155,NCT04394403,ClinicalTrials.gov
tri02156,NCT04394429,ClinicalTrials.gov
tri02157,NCT04394442,ClinicalTrials.gov
tri02158,NCT04395144,ClinicalTrials.gov
tri02159,NCT04395456,ClinicalTrials.gov
tri02160,NCT04395664,ClinicalTrials.gov
tri02161,NCT04395742,ClinicalTrials.gov
tri02162,NCT04395755,ClinicalTrials.gov
tri02163,NCT04395768,ClinicalTrials.gov
tri02164,NCT04395794,ClinicalTrials.gov
tri02165,NCT04395885,ClinicalTrials.gov
tri02166,NCT04395911,ClinicalTrials.gov
tri02167,NCT04395976,ClinicalTrials.gov
tri02168,EUCTR2020-002869-34,EudraCT
tri02168,NCT04396106,ClinicalTrials.gov
tri02169,NCT04396197,ClinicalTrials.gov
tri02170,NCT04396210,ClinicalTrials.gov
tri02171,NCT04396314,ClinicalTrials.gov
tri02172,NCT04396600,ClinicalTrials.gov
tri02173,NCT04397172,ClinicalTrials.gov
tri02174,NCT04397237,ClinicalTrials.gov
tri02175,NCT04397328,ClinicalTrials.gov
tri02176,NCT04397380,ClinicalTrials.gov
tri02177,NCT04397523,ClinicalTrials.gov
tri02178,NCT04397588,ClinicalTrials.gov
tri02179,NCT04397614,ClinicalTrials.gov
tri02180,NCT04397666,ClinicalTrials.gov
tri02181,NCT04397705,ClinicalTrials.gov
tri02182,NCT04397822,ClinicalTrials.gov
tri02183,NCT04397835,ClinicalTrials.gov
tri02184,NCT04397848,ClinicalTrials.gov
tri02185,NCT04398264,ClinicalTrials.gov
tri02186,NCT04398277,ClinicalTrials.gov
tri02187,NCT04398290,ClinicalTrials.gov
tri02188,NCT04398303,ClinicalTrials.gov
tri02189,NCT04399746,ClinicalTrials.gov
tri02190,NCT04400032,ClinicalTrials.gov
tri02191,NCT04404634,ClinicalTrials.gov
tri02192,ACTRN12620000602921,ANZCTR
tri02193,ACTRN12620000617965,ANZCTR
tri02194,ACTRN12620000593932,ANZCTR
tri02195,ACTRN12620000609954,ANZCTR
tri02196,ACTRN12620000612910,ANZCTR
tri02197,ChiCTR2000033433,ChiCTR
tri02198,ChiCTR2000033372,ChiCTR
tri02199,ChiCTR2000033364,ChiCTR
tri02200,ChiCTR2000033347,ChiCTR
tri02201,ChiCTR2000033346,ChiCTR
tri02202,ChiCTR2000033345,ChiCTR
tri02203,ChiCTR2000033342,ChiCTR
tri02204,ChiCTR2000033323,ChiCTR
tri02205,ChiCTR2000033320,ChiCTR
tri02206,ChiCTR2000033319,ChiCTR
tri02207,ChiCTR2000033318,ChiCTR
tri02208,ChiCTR2000033317,ChiCTR
tri02209,ChiCTR2000033286,ChiCTR
tri02210,ChiCTR2000033284,ChiCTR
tri02211,ChiCTR2000033261,ChiCTR
tri02212,ChiCTR2000031539,ChiCTR
tri02213,ChiCTR2000029479,ChiCTR
tri02214,ISRCTN15254871,ISRCTN
tri02215,ISRCTN13447477,ISRCTN
tri02216,ISRCTN64783542,ISRCTN
tri02217,ISRCTN30564012,ISRCTN
tri02217,EUCTR2020-001643-13,EudraCT
tri02218,ISRCTN50212645,ISRCTN
tri02219,ISRCTN44324934,ISRCTN
tri02220,ISRCTN88057279,ISRCTN
tri02221,ISRCTN10077335,ISRCTN
tri02223,EUCTR2020-001573-78,EudraCT
tri02224,EUCTR2020-001754-21,EudraCT
tri02225,EUCTR2020-001536-98,EudraCT
tri02226,EUCTR2020-001673-75,EudraCT
tri02227,EUCTR2020-001497-30,EudraCT
tri02228,EUCTR2020-001739-28,EudraCT
tri02230,EUCTR2020-001623-13,EudraCT
tri02231,EUCTR2020-002287-31,EudraCT
tri02232,EUCTR2020-002037-15,EudraCT
tri02233,EUCTR2020-001960-28,EudraCT
tri02234,EUCTR2020-001841-38,EudraCT
tri02235,NCT04594668,ClinicalTrials.gov
tri02235,EUCTR2020-001420-34,EudraCT
tri02236,EUCTR2020-001732-10,EudraCT
tri02237,EUCTR2020-001605-23,EudraCT
tri02238,EUCTR2020-002312-43,EudraCT
tri02239,EUCTR2020-001671-32,EudraCT
tri02239,CTRI/2020/08/027109,CTRI
tri02240,NCT03648372,ClinicalTrials.gov
tri02241,NCT04061382,ClinicalTrials.gov
tri02241,ISRCTN11952463,ISRCTN
tri02242,NCT04305457,ClinicalTrials.gov
tri02243,NCT04320511,ClinicalTrials.gov
tri02244,NCT04321278,ClinicalTrials.gov
tri02245,EUCTR2020-001469-35,EudraCT
tri02245,NCT04331600,ClinicalTrials.gov
tri02246,NCT04332107,ClinicalTrials.gov
tri02247,NCT04336956,ClinicalTrials.gov
tri02248,NCT04338347,ClinicalTrials.gov
tri02249,NCT04341766,ClinicalTrials.gov
tri02250,NCT04343742,ClinicalTrials.gov
tri02251,NCT04346693,ClinicalTrials.gov
tri02252,NCT04348370,ClinicalTrials.gov
tri02253,NCT04350450,ClinicalTrials.gov
tri02254,NCT04352634,ClinicalTrials.gov
tri02255,NCT04362995,ClinicalTrials.gov
tri02256,NCT04363814,ClinicalTrials.gov
tri02257,NCT04373811,ClinicalTrials.gov
tri02258,NCT04374591,ClinicalTrials.gov
tri02259,NCT04376658,ClinicalTrials.gov
tri02260,NCT04377737,ClinicalTrials.gov
tri02261,NCT04379375,ClinicalTrials.gov
tri02262,NCT04380532,ClinicalTrials.gov
tri02263,NCT04381351,ClinicalTrials.gov
tri02264,NCT04381884,ClinicalTrials.gov
tri02265,NCT04389996,ClinicalTrials.gov
tri02266,NCT04390594,ClinicalTrials.gov
tri02267,NCT04392869,ClinicalTrials.gov
tri02268,NCT04393415,ClinicalTrials.gov
tri02269,NCT04395105,ClinicalTrials.gov
tri02270,NCT04395482,ClinicalTrials.gov
tri02271,NCT04395781,ClinicalTrials.gov
tri02272,NCT04395872,ClinicalTrials.gov
tri02273,NCT04397497,ClinicalTrials.gov
tri02274,NCT04397575,ClinicalTrials.gov
tri02275,EUCTR2020-001882-36,EudraCT
tri02275,NCT04398004,ClinicalTrials.gov
tri02276,NCT04398147,ClinicalTrials.gov
tri02277,NCT04399109,ClinicalTrials.gov
tri02278,NCT04399252,ClinicalTrials.gov
tri02279,NCT04399356,ClinicalTrials.gov
tri02280,NCT04399603,ClinicalTrials.gov
tri02281,NCT04399681,ClinicalTrials.gov
tri02282,NCT04399798,ClinicalTrials.gov
tri02283,NCT04400006,ClinicalTrials.gov
tri02284,NCT04400058,ClinicalTrials.gov
tri02285,NCT04400305,ClinicalTrials.gov
tri02286,NCT04400461,ClinicalTrials.gov
tri02287,NCT04400799,ClinicalTrials.gov
tri02288,NCT04400812,ClinicalTrials.gov
tri02289,NCT04400838,ClinicalTrials.gov
tri02289,EUCTR2020-001228-32,EudraCT
tri02289,ISRCTN90906759,ISRCTN
tri02290,NCT04400890,ClinicalTrials.gov
tri02291,NCT04400929,ClinicalTrials.gov
tri02292,NCT04401072,ClinicalTrials.gov
tri02293,NCT04401098,ClinicalTrials.gov
tri02294,NCT04401111,ClinicalTrials.gov
tri02295,NCT04401124,ClinicalTrials.gov
tri02296,NCT04401150,ClinicalTrials.gov
tri02297,NCT04401202,ClinicalTrials.gov
tri02298,NCT04401228,ClinicalTrials.gov
tri02299,NCT04401241,ClinicalTrials.gov
tri02300,NCT04401254,ClinicalTrials.gov
tri02301,NCT04401371,ClinicalTrials.gov
tri02302,NCT04401410,ClinicalTrials.gov
tri02303,NCT04401423,ClinicalTrials.gov
tri02304,NCT04401527,ClinicalTrials.gov
tri02305,NCT04401540,ClinicalTrials.gov
tri02306,NCT04401644,ClinicalTrials.gov
tri02307,NCT04402203,ClinicalTrials.gov
tri02308,NCT04402229,ClinicalTrials.gov
tri02309,NCT04402814,ClinicalTrials.gov
tri02310,NCT04402840,ClinicalTrials.gov
tri02311,NCT04402983,ClinicalTrials.gov
tri02312,NCT04403009,ClinicalTrials.gov
tri02313,NCT04403035,ClinicalTrials.gov
tri02314,NCT04403269,ClinicalTrials.gov
tri02315,NCT04403438,ClinicalTrials.gov
tri02316,NCT04403477,ClinicalTrials.gov
tri02317,NCT04403555,ClinicalTrials.gov
tri02318,NCT04403581,ClinicalTrials.gov
tri02319,NCT04403906,ClinicalTrials.gov
tri02320,NCT04404192,ClinicalTrials.gov
tri02321,NCT04404218,ClinicalTrials.gov
tri02322,NCT04307693,ClinicalTrials.gov
tri02323,NCT04317040,ClinicalTrials.gov
tri02324,NCT04321421,ClinicalTrials.gov
tri02325,NCT04327206,ClinicalTrials.gov
tri02325,EUCTR2020-002503-19,EudraCT
tri02326,NCT04327570,ClinicalTrials.gov
tri02327,NCT04328467,ClinicalTrials.gov
tri02328,NCT04328493,ClinicalTrials.gov
tri02329,NCT04334629,ClinicalTrials.gov
tri02330,NCT04334850,ClinicalTrials.gov
tri02330,EUCTR2020-001324-33,EudraCT
tri02331,NCT04341610,ClinicalTrials.gov
tri02332,NCT04341714,ClinicalTrials.gov
tri02333,EUCTR2020-001367-88,EudraCT
tri02333,NCT04345289,ClinicalTrials.gov
tri02334,EUCTR2020-001482-37,EudraCT
tri02334,NCT04351516,ClinicalTrials.gov
tri02335,NCT04354428,ClinicalTrials.gov
tri02336,NCT04359264,ClinicalTrials.gov
tri02337,NCT04359693,ClinicalTrials.gov
tri02338,NCT04362059,ClinicalTrials.gov
tri02338,EUCTR2020-001886-35,EudraCT
tri02339,NCT04362150,ClinicalTrials.gov
tri02340,NCT04364594,ClinicalTrials.gov
tri02341,NCT04366115,ClinicalTrials.gov
tri02342,NCT04366141,ClinicalTrials.gov
tri02343,NCT04367337,ClinicalTrials.gov
tri02344,EUCTR2020-004123-16,EudraCT
tri02344,NCT04368988,ClinicalTrials.gov
tri02345,NCT04373200,ClinicalTrials.gov
tri02346,NCT04374526,ClinicalTrials.gov
tri02347,NCT04376879,ClinicalTrials.gov
tri02348,NCT04377659,ClinicalTrials.gov
tri02349,NCT04378582,ClinicalTrials.gov
tri02350,NCT04378803,ClinicalTrials.gov
tri02351,NCT04378842,ClinicalTrials.gov
tri02352,NCT04379063,ClinicalTrials.gov
tri02353,NCT04382417,ClinicalTrials.gov
tri02354,NCT04382547,ClinicalTrials.gov
tri02355,NCT04384497,ClinicalTrials.gov
tri02356,NCT04385004,ClinicalTrials.gov
tri02357,NCT04386291,ClinicalTrials.gov
tri02358,NCT04386720,ClinicalTrials.gov
tri02359,NCT04387890,ClinicalTrials.gov
tri02360,NCT04388527,ClinicalTrials.gov
tri02361,NCT04393324,ClinicalTrials.gov
tri02362,NCT04394104,ClinicalTrials.gov
tri02363,NCT04395391,ClinicalTrials.gov
tri02364,NCT04397692,ClinicalTrials.gov
tri02365,NCT04400448,ClinicalTrials.gov
tri02366,NCT04401046,ClinicalTrials.gov
tri02367,NCT04402892,ClinicalTrials.gov
tri02368,NCT04402905,ClinicalTrials.gov
tri02369,NCT04402918,ClinicalTrials.gov
tri02370,NCT04403061,ClinicalTrials.gov
tri02371,NCT04403243,ClinicalTrials.gov
tri02372,NCT04403646,ClinicalTrials.gov
tri02373,NCT04403672,ClinicalTrials.gov
tri02374,NCT04403685,ClinicalTrials.gov
tri02375,NCT04404062,ClinicalTrials.gov
tri02376,NCT04404179,ClinicalTrials.gov
tri02377,NCT04404244,ClinicalTrials.gov
tri02378,NCT04404426,ClinicalTrials.gov
tri02379,NCT04405102,ClinicalTrials.gov
tri02380,NCT04405271,ClinicalTrials.gov
tri02381,NCT04405310,ClinicalTrials.gov
tri02382,NCT04405362,ClinicalTrials.gov
tri02383,NCT04405492,ClinicalTrials.gov
tri02384,NCT04405843,ClinicalTrials.gov
tri02385,NCT04405869,ClinicalTrials.gov
tri02386,NCT04405999,ClinicalTrials.gov
tri02387,NCT04406038,ClinicalTrials.gov
tri02388,NCT04406064,ClinicalTrials.gov
tri02389,NCT04406090,ClinicalTrials.gov
tri02390,NCT04406233,ClinicalTrials.gov
tri02391,NCT04406246,ClinicalTrials.gov
tri02392,NCT04406324,ClinicalTrials.gov
tri02393,NCT04406389,ClinicalTrials.gov
tri02394,NCT04406493,ClinicalTrials.gov
tri02395,NCT04406532,ClinicalTrials.gov
tri02396,NCT04406571,ClinicalTrials.gov
tri02397,NCT04406688,ClinicalTrials.gov
tri02398,NCT04406844,ClinicalTrials.gov
tri02399,NCT04407221,ClinicalTrials.gov
tri02400,NCT04407273,ClinicalTrials.gov
tri02401,NCT04407286,ClinicalTrials.gov
tri02402,NCT04407299,ClinicalTrials.gov
tri02403,NCT04407429,ClinicalTrials.gov
tri02404,NCT04407468,ClinicalTrials.gov
tri02405,NCT04407507,ClinicalTrials.gov
tri02406,NCT04407533,ClinicalTrials.gov
tri02407,NCT04407598,ClinicalTrials.gov
tri02408,NCT04408014,ClinicalTrials.gov
tri02409,NCT04408027,ClinicalTrials.gov
tri02410,NCT04408040,ClinicalTrials.gov
tri02411,NCT04408222,ClinicalTrials.gov
tri02412,EUCTR2020-001972-13,EudraCT
tri02412,NCT04408235,ClinicalTrials.gov
tri02413,NCT04408365,ClinicalTrials.gov
tri02414,NCT04408391,ClinicalTrials.gov
tri02415,ACTRN12620000640909,ANZCTR
tri02416,ACTRN12620000635965,ANZCTR
tri02417,ACTRN12620000641998,ANZCTR
tri02418,ACTRN12620000636954,ANZCTR
tri02419,ACTRN12620000634976,ANZCTR
tri02420,ACTRN12620000620921,ANZCTR
tri02421,ChiCTR2000033627,ChiCTR
tri02422,ChiCTR2000033609,ChiCTR
tri02423,ChiCTR2000033580,ChiCTR
tri02424,ChiCTR2000033517,ChiCTR
tri02425,ChiCTR2000033514,ChiCTR
tri02426,ChiCTR2000033491,ChiCTR
tri02427,ISRCTN99248812,ISRCTN
tri02428,ISRCTN15571919,ISRCTN
tri02429,ISRCTN12107048,ISRCTN
tri02430,ISRCTN11384058,ISRCTN
tri02431,ISRCTN10437835,ISRCTN
tri02432,ISRCTN43900695,ISRCTN
tri02433,ISRCTN77353041,ISRCTN
tri02434,EUCTR2020-001597-30,EudraCT
tri02435,EUCTR2020-001546-19,EudraCT
tri02436,EUCTR2020-002111-22,EudraCT
tri02437,EUCTR2020-001904-41,EudraCT
tri02438,EUCTR2020-002091-12,EudraCT
tri02439,EUCTR2020-001849-39,EudraCT
tri02440,EUCTR2020-001951-42,EudraCT
tri02441,EUCTR2015-002340-14,EudraCT
tri02442,EUCTR2020-001038-36,EudraCT
tri02443,EUCTR2020-002130-33,EudraCT
tri02444,NCT04283461,ClinicalTrials.gov
tri02445,NCT04292730,ClinicalTrials.gov
tri02445,EUCTR2020-000842-32,EudraCT
tri02445,ISRCTN85762140,ISRCTN
tri02446,NCT04292899,ClinicalTrials.gov
tri02446,EUCTR2020-000841-15,EudraCT
tri02446,ISRCTN15874265,ISRCTN
tri02447,NCT04320615,ClinicalTrials.gov
tri02447,EUCTR2020-001154-22,EudraCT
tri02447,ISRCTN13593711,ISRCTN
tri02448,NCT04322123,ClinicalTrials.gov
tri02448,RBR-9d8z6m,ReBec
tri02449,NCT04322188,ClinicalTrials.gov
tri02450,NCT04323228,ClinicalTrials.gov
tri02451,NCT04329832,ClinicalTrials.gov
tri02452,NCT04334967,ClinicalTrials.gov
tri02453,NCT04335747,ClinicalTrials.gov
tri02454,NCT04336345,ClinicalTrials.gov
tri02455,NCT04337788,ClinicalTrials.gov
tri02456,NCT04344509,ClinicalTrials.gov
tri02457,NCT04344600,ClinicalTrials.gov
tri02458,NCT04344951,ClinicalTrials.gov
tri02458,EUCTR2020-001345-38,EudraCT
tri02459,NCT04347278,ClinicalTrials.gov
tri02460,NCT04348214,ClinicalTrials.gov
tri02461,NCT04348513,ClinicalTrials.gov
tri02461,EUCTR2020-001623-13,EudraCT
tri02462,NCT04351243,ClinicalTrials.gov
tri02463,NCT04355364,ClinicalTrials.gov
tri02464,NCT04355442,ClinicalTrials.gov
tri02465,NCT04357340,ClinicalTrials.gov
tri02466,NCT04359407,ClinicalTrials.gov
tri02467,NCT04363736,ClinicalTrials.gov
tri02468,NCT04363827,ClinicalTrials.gov
tri02468,EUCTR2020-001501-24,EudraCT
tri02469,NCT04365322,ClinicalTrials.gov
tri02470,NCT04370210,ClinicalTrials.gov
tri02471,NCT04370236,ClinicalTrials.gov
tri02472,NCT04370886,ClinicalTrials.gov
tri02473,NCT04373044,ClinicalTrials.gov
tri02474,NCT04374461,ClinicalTrials.gov
tri02474,CTRI/2020/06/026194,CTRI
tri02475,NCT04377672,ClinicalTrials.gov
tri02476,NCT04384965,ClinicalTrials.gov
tri02477,NCT04385186,ClinicalTrials.gov
tri02478,NCT04385849,ClinicalTrials.gov
tri02479,NCT04389554,ClinicalTrials.gov
tri02480,NCT04391179,ClinicalTrials.gov
tri02481,NCT04393233,ClinicalTrials.gov
tri02482,NCT04396067,ClinicalTrials.gov
tri02483,NCT04397757,ClinicalTrials.gov
tri02484,NCT04397796,ClinicalTrials.gov
tri02485,NCT04401085,ClinicalTrials.gov
tri02486,NCT04401475,ClinicalTrials.gov
tri02487,NCT04402827,ClinicalTrials.gov
tri02488,NCT04402879,ClinicalTrials.gov
tri02489,NCT04403932,ClinicalTrials.gov
tri02490,NCT04405544,ClinicalTrials.gov
tri02491,NCT04405973,ClinicalTrials.gov
tri02492,NCT04405986,ClinicalTrials.gov
tri02493,NCT04406181,ClinicalTrials.gov
tri02494,NCT04406545,ClinicalTrials.gov
tri02495,NCT04407143,ClinicalTrials.gov
tri02496,NCT04407169,ClinicalTrials.gov
tri02497,NCT04407182,ClinicalTrials.gov
tri02498,NCT04407195,ClinicalTrials.gov
tri02499,NCT04407208,ClinicalTrials.gov
tri02500,NCT04407260,ClinicalTrials.gov
tri02501,NCT04407390,ClinicalTrials.gov
tri02502,NCT04407494,ClinicalTrials.gov
tri02503,NCT04407559,ClinicalTrials.gov
tri02504,NCT04407663,ClinicalTrials.gov
tri02505,NCT04407923,ClinicalTrials.gov
tri02506,NCT04408131,ClinicalTrials.gov
tri02507,NCT04408157,ClinicalTrials.gov
tri02508,NCT04408170,ClinicalTrials.gov
tri02508,ISRCTN86124626,ISRCTN
tri02509,NCT04408196,ClinicalTrials.gov
tri02510,NCT04408209,ClinicalTrials.gov
tri02511,NCT04408287,ClinicalTrials.gov
tri02512,NCT04408378,ClinicalTrials.gov
tri02513,NCT04408456,ClinicalTrials.gov
tri02514,NCT04409184,ClinicalTrials.gov
tri02515,NCT04409197,ClinicalTrials.gov
tri02516,NCT04409327,ClinicalTrials.gov
tri02517,NCT04409483,ClinicalTrials.gov
tri02518,NCT04409509,ClinicalTrials.gov
tri02519,NCT04409522,ClinicalTrials.gov
tri02520,NCT04409535,ClinicalTrials.gov
tri02521,NCT04409743,ClinicalTrials.gov
tri02522,NCT04409821,ClinicalTrials.gov
tri02523,NCT04409847,ClinicalTrials.gov
tri02524,NCT04409873,ClinicalTrials.gov
tri02525,NCT04409899,ClinicalTrials.gov
tri02526,NCT04409951,ClinicalTrials.gov
tri02527,NCT04410107,ClinicalTrials.gov
tri02528,NCT04410263,ClinicalTrials.gov
tri02529,NCT04410328,ClinicalTrials.gov
tri02530,NCT04410458,ClinicalTrials.gov
tri02531,NCT04410471,ClinicalTrials.gov
tri02532,NCT04410510,ClinicalTrials.gov
tri02533,NCT04410536,ClinicalTrials.gov
tri02534,NCT04410549,ClinicalTrials.gov
tri02535,NCT04410562,ClinicalTrials.gov
tri02535,EUCTR2020-001587-29,EudraCT
tri02536,NCT04410692,ClinicalTrials.gov
tri02537,NCT04410718,ClinicalTrials.gov
tri02538,NCT04410939,ClinicalTrials.gov
tri02539,NCT04411433,ClinicalTrials.gov
tri02540,NCT04411511,ClinicalTrials.gov
tri02541,NCT04411563,ClinicalTrials.gov
tri02542,NCT04411602,ClinicalTrials.gov
tri02543,NCT04411680,ClinicalTrials.gov
tri02544,NCT04412226,ClinicalTrials.gov
tri02545,NCT04412239,ClinicalTrials.gov
tri02546,NCT04412343,ClinicalTrials.gov
tri02547,NCT04412369,ClinicalTrials.gov
tri02548,NCT04412382,ClinicalTrials.gov
tri02549,NCT04412395,ClinicalTrials.gov
tri02550,NCT04412460,ClinicalTrials.gov
tri02551,NCT04412473,ClinicalTrials.gov
tri02552,NCT04412486,ClinicalTrials.gov
tri02553,NCT04413058,ClinicalTrials.gov
tri02554,NCT04413877,ClinicalTrials.gov
tri02555,NCT04306497,ClinicalTrials.gov
tri02556,NCT04311697,ClinicalTrials.gov
tri02557,NCT04315948,ClinicalTrials.gov
tri02557,EUCTR2020-000936-23,EudraCT
tri02558,NCT04326114,ClinicalTrials.gov
tri02559,NCT04327401,ClinicalTrials.gov
tri02560,EUCTR2020-001349-37,EudraCT
tri02560,DRKS00021626,DRKS
tri02560,NCT04327505,ClinicalTrials.gov
tri02561,NCT04327531,ClinicalTrials.gov
tri02562,NCT04332081,ClinicalTrials.gov
tri02563,NCT04333654,ClinicalTrials.gov
tri02563,EUCTR2020-001269-35,EudraCT
tri02564,NCT04336410,ClinicalTrials.gov
tri02565,NCT04339816,ClinicalTrials.gov
tri02565,EUCTR2020-001456-18,EudraCT
tri02566,NCT04340479,ClinicalTrials.gov
tri02567,NCT04341142,ClinicalTrials.gov
tri02568,NCT04343092,ClinicalTrials.gov
tri02569,NCT04343248,ClinicalTrials.gov
tri02570,NCT04345276,ClinicalTrials.gov
tri02570,ChiCTR2000031734,ChiCTR
tri02571,NCT04345692,ClinicalTrials.gov
tri02572,NCT04347512,ClinicalTrials.gov
tri02573,NCT04347798,ClinicalTrials.gov
tri02574,NCT04347824,ClinicalTrials.gov
tri02575,NCT04348500,ClinicalTrials.gov
tri02576,NCT04352985,ClinicalTrials.gov
