,trial_id,trial_status,comp_date,last_updated,emails,results
30,RPCEC00000347,Complete,12/03/2021,28/01/2022,"['bparedes@finlay.edu.cu', 'orlelibre@infomed.sld.cu', 'mcrodriguez@finlay.edu.cu']","1) World health Organization. Report of the WHO-China Joint Mission on Coronavirus Disease 2019 (COVID-19) [Internet]. 2020. Disponible en: h ttps://www.who.int/docs/default-source/coronaviruse/who-china-joint-mission-on-covid-19-final-report.pdf. 
2) Global regulatory workshop on COVID-19 vaccine development. A virtual meeting, held under the umbrella of the International Coalition of Medicines Regulatory Authorities (ICMRA), convening experts from medicines regulatory authorities, the World Health Organisation (WHO) and the European Commission.
3) Refer to WHO Blueprint information: https://www.who.int/blueprint/priority-diseases/key-action/novel-coronavirus/en/. As shown, multiple SARS-CoV-2 vaccine candidates use same/similar platforms as for the other vaccines for which there are established WHO guidance.
4) Corman Victor M, Landt Olfert, Kaiser Marco, Molenkamp Richard, Meijer Adam, Chu Daniel KW, Bleicker Tobias, Brünink Sebastian, Schneider Julia, Schmidt Marie Luisa, Mulders Daphne GJC, Haagmans Bart L, van der Veer Bas, van den Brink Sharon, Wijsman Lisa, Goderski Gabriel, Romette Jean-Louis, Ellis Joanna, Zambon Maria, Peiris Malik, Goossens Herman, Reusken Chantal, Koopmans Marion PG, Drosten Christian. Detection of 2019 novel coronavirus (2019- nCoV) by real-time RT-PCR. EuroSurveill. 2020; 25 (3) :pii=2000045. https://doi.org/10.2807/1560-7917.ES.2020.25.3.2000045.
5) Relevant WHO documents for SARS-CoV-2 vaccines and other biologicals. Available on: https://www.who.int/biologicals/vaccines/en/.
6) Guidelines/Recommendations for other vaccines that may share the same/similar platforms as for SARS-CoV-2 vaccine candidates
7) Centro  para  el  Control  Estatal  de  la  Calidad  de  los  Medicamentos:  Requerimientos  para  la notificación y el reporte de eventos adversos graves e inesperados en los ensayos clínicos autorizados, Regulación No. 45/2007.
8) Revisiones Bb/La crisis del COVID-19 ha proporcionado al ensayo clínico un papel decisivo y es importante conocer en detalle cómo es este proceso. 
9) WHO. Eventos adversos posvacunales (EAP): Evaluación de la causalidad.[cited 2012 Dic 13], available from:http://www.who.int/immunization safety/publications/aefi/831.
10) G Jane, S Katrin, H Scott, Jo H Sandra, Heath Paul, H Renald, Hoet B, et al. A local reaction at or near  injection  site:  Case  definition  and  guidelines  for  collection,  analysis,  and  presentation  of immunization  safety  data.  The  Brighton  Collaboration  Local  Reactions Working  Group  for  A  Local Reaction at or near Injection Site. Vaccine 26 (2008) 6800–6813"
31,RPCEC00000348,Pending,11/07/2021,26/01/2021,"['carmenap@infomed.sld.cu.', 'ichoninor@infomed.sld.cu', 'milycruz890329@gmail.com']","1. M. Extermann, I. Boler, R.R. Reich, G.H. Lyman, R.H. Brown, J. DeFelice, et al.Predicting the risk of chemotherapy toxicity in older patients: the Chemotherapy Risk Assessment Scale for High-Age Patients (CRASH) score Cancer, 118 (2012), pp. 3377-3386.
2. A. Mislang, L. BiganzoliAdjuvant systemic therapy in older breast cancer women: can we optimize the level of care? Cancers (Basel), 7 (2015), pp. 1191-1214.
3. J. Leone, B.A. Leone, J. LeoneAdjuvant systemic therapy in older women with breast cancer Breast Cancer Targets Ther, 8 (2016), pp. 141-147.
4. A. Brunello, A. Fontana, V. Zafferri, F. Panza, P. Fiduccia, U. Basso, et al.Development of an oncological-multidimensional prognostic index (Onco-MPI) for mortality prediction in older cancer patients J Cancer Res Clin Oncol, 142 (2016), pp. 1069-1077.
5. S. Jonna, L. Chiang, J. Liu, M.B. Carroll, K. Flood, T.M. WildesGeriatric assessment factors are associated with mortality after hospitalization in older adults with cancer Support Care Cancer, 24 (2016), pp. 4807-4813.
6. S.S. Shachar, H.B. MussInternet tools to enhance breast cancer care NPJ breast cancer, 2 (2016), p. 16011.
7. M. Vallet-Regí, M. Manzano, L. Rodriguez-Mañas, M. Checa López, M. Aapro, L. BalducciManagement of cancer in the older age person: an approach to complex medical decisions Oncologist, 22 (2017), pp. 335-342.
8. T. Koll, M. Pergolotti, H.M. Holmes, H.C. Pieters, G.J. van Londen, Z.A. Marcum, et al.Supportive care in older adults with cancer: across the continuum Curr Oncol Rep, 18 (2016), p. 51.
9. S.G. Mohile, C. Velarde, A. Hurria, A. Magnuson, L. Lowenstein, C. Pandya, et al.Geriatric assessment-guided care processes for older adults: a Delphi consensus of geriatric oncology experts J Natl Compr Canc Netw, 13 (2015), pp. 1120-1130.
10. Saavedra D, Fuertesb SA, Suárez GM, González A, Lorenzo-Luaces P, García B, et al. Biomodulina T partially restores immunosenescent CD4 and CD8 T cell compartments in the elderly. Exp  Geront  2019; 124: 110633. Disponible en : https://doi.org/10.1016/j.exger.2019.110633."
32,RPCEC00000349,Complete,13/02/2021,27/04/2021,"['ochoa@finlay.edu.cu', 'bparedes@finlay.edu.cu', '-']","1.	Shi-Lee W, Wheatley AK, Kent SJ, DeKosky BJ. Antibody-dependent enhancement and SARS-CoV-2 vaccines and therapies. Nature Microbiology. 2020;5:1185-91. 
2.	Arvin AM, Fink K, Schmid MA, Cathcart A, Spreafico R, Havenar-Daughton C, et al. A perspective on potential antibody-dependent enhancement of SARS-CoV-2. Nature. 2020;584:353-63. 
3.	Lópea-Pérez GT, Ramírez-Sandoval MLP, Torres-Altamirano MS. Participantes de la respuesta inmunológica ante la infección por SARS-CoV-2. Alergia, Asma e Inmunología Pediátricas. 2020;29(1):5-15. Doi: 10.35366/93321. 
4.	Jeyanathan M, Afkhami S, Smaill F, Miller MS, Lichty BD, Xing Zh. Immunological considerations for COVID-19 vaccine strategies. Nature Reviews Immunology. 2020. Disponible en: https://doi.org/10.1038/S41577-020-00434-6
5.	Wu SL, Mertens AN, Crider YS, Nguyen A, Pokpongkiat NN, Djajadi S, et al. Substantial underestimation of SARS-CoV-2 infection in the United States. Natute Communications.  2020;11:4507. Disponible en: https://doi.org/10.1038/s41467-020-18272-4
6.	Ministerio de Salud Pública. Protocolo de actuación nacional para la COVID-19. Versión 1.5. La Habana; MINSAP: 2020.
7.	International Society for Infectious Diseases. Estimation of the asymptomatic ratio of novel coronavirus infections (COVID-19). International Journal of Infectious Diseases. 2020;94:154-55.
8.	Salazar E, Kuchipudi SV, Christensen PA, Eagar TN, Yi X, Zhao P, et al. Relationship between anti-spike protein antibody titers and SARS-CoV-2 in vitro virus neutralization in convalescent plasma. bioRxiv preprint. 2020: doi: 10.1101/2020.06.08.138990.
9.	Brouwer PhJM, Caniels TG, van der Straten K, Snitselaar JL, Aldon Y, Bangaru S, et al. Potent neutralizing antibodies from COVID-19 patients define multiple targets of vulnerability. Science. 2020;369:643-50.
10.	Hotez PJ, Corry DB, Strych U, Bottazzi ME. COVID-19 vaccines: neutralizing antibodies and the alum advantage. Nature Reviews Immunology. 2020. Disponible en: https://doi.org/10.1038/S41577-020-0358-6"
33,RPCEC00000350,Complete,21/10/2020,25/01/2021,"['secdircg@infomed.sld.cu', 'taniajapon@gmail.com \n\ntaniavaldes@infomed.sld.cu']","1. Zhang H, Penninger JM, Li Y, Zhong N, Slutsky AS. Angiotensin-converting enzyme 2 (ACE2) as a SARS CoV2 receptor: molecular mechanisms and potential therapeutic target. Intensive Care Med. 2020;46(4):586–90.
2. Jia HP, Look DC, Shi L, Hickey M, Pewe L, Netland J, et al. ACE2 receptor expression and severe acute respiratory syndrome coronavirus infection depend on differentiation of human airway epithelia. J Virol.2005;79(23):14614–21.
3. Wang D, Hu B, Hu C, Zhu F, Liu X, Zhang J, Wang B, Xiang H, Cheng Z, Xiong Y, Zhao Y ,Li Y, Wang X ,Peng Z(2020)Clinical characteristics of 138 hospitalized patients with 2019 novel coronavirus-infected pneumonia in Wuhan, China. JAMA 323: 1061–1069. https://doi.org/10.1001/jama.2020.1585 5. Zou L, Ruan F, HuangM,Liang L, Huang
4. H, Hong Z, Yu J, Kang M, Song Y, Xia J, Guo Q, Song T, He J, Yen HL, Peiris M, Wu J (2020) SARS-CoV-2 viral load in upper respiratory specimens of infected patients. N EnglJMed 382:1177–1179.https://doi.org/10. 1056/NEJMc2001737
5. Jean SS, Lee PI, Hsueh PR. Treatment options for COVID-19: the reality and challenges. J Microbiol Immunol Infect. 2020;53(3):436–43.
6. Praditya D, Kirchhoff L, Bru¨ning J, Rachmawati H, Steinmann J, Steinmann E. Anti-infective properties of the golden spice curcumin. Front Microbiol. 2019;10: 912.
7. Blumenthal M, Goldberg A, Brinckmann J. Eds. Herbal Medicine: Expanded Commission E Monographs. Austin, TX: American Botanical Council; Newton, MA: Integrative Medicine Communications. 2000
8. Chainani-Wu N. Safety and Anti-Inflammatory Activity of Curcumin: A Component of Turmeric (Curcuma longa).The Journal of Alternative and Complementary Medicine. Volume 9, Number 1, 2003, pp. 161–168.
9. Zorofchian S y cols. A Review on Antibacterial, Antiviral, and Antifungal Activity of Curcumin. BioMed Research International 2014, 1-12. 10. Wen C y cols. Specific Plant Terpenoids and Lignoids Possess Potent Antiviral Activities against Severe Acute Respiratory Syndrome Coronavirus. J. Med. Chem. 2007, 50, 4087-4095"
34,RPCEC00000351,Complete,26/11/2020,25/01/2021,"['secdircg@infomed.sld.cu', 'taniajapon@gmail.com \n\ntaniavaldes@infomed.sld.cu']","1. Zhang H, Penninger JM, Li Y, Zhong N, Slutsky AS. Angiotensin-converting enzyme 2 (ACE2) as a SARS CoV2 receptor: molecular mechanisms and potential therapeutic target. Intensive Care Med. 2020;46(4):586–90.
2. Jia HP, Look DC, Shi L, Hickey M, Pewe L, Netland J, et al. ACE2 receptor expression and severe acute respiratory syndrome coronavirus infection depend on differentiation of human airway epithelia. J Virol.2005;79(23):14614–21.
3. Wang D, Hu B, Hu C, Zhu F, Liu X, Zhang J, Wang B, Xiang H, Cheng Z, Xiong Y, Zhao Y ,Li Y, Wang X ,Peng Z(2020)Clinical characteristics of 138 hospitalized patients with 2019 novel coronavirus-infected pneumonia in Wuhan, China. JAMA 323: 1061–1069. https://doi.org/10.1001/jama.2020.1585 5. Zou L, Ruan F, HuangM,Liang L, Huang
4. H, Hong Z, Yu J, Kang M, Song Y, Xia J, Guo Q, Song T, He J, Yen HL, Peiris M, Wu J (2020) SARS-CoV-2 viral load in upper respiratory specimens of infected patients. N EnglJMed 382:1177–1179.https://doi.org/10. 1056/NEJMc2001737
5. Jean SS, Lee PI, Hsueh PR. Treatment options for COVID-19: the reality and challenges. J Microbiol Immunol Infect. 2020;53(3):436–43.
6. Praditya D, Kirchhoff L, Bru¨ning J, Rachmawati H, Steinmann J, Steinmann E. Anti-infective properties of the golden spice curcumin. Front Microbiol. 2019;10: 912.
7. Blumenthal M, Goldberg A, Brinckmann J. Eds. Herbal Medicine: Expanded Commission E Monographs. Austin, TX: American Botanical Council; Newton, MA: Integrative Medicine Communications. 2000
8. Chainani-Wu N. Safety and Anti-Inflammatory Activity of Curcumin: A Component of Turmeric (Curcuma longa).The Journal of Alternative and Complementary Medicine. Volume 9, Number 1, 2003, pp. 161–168.
9. Zorofchian S y cols. A Review on Antibacterial, Antiviral, and Antifungal Activity of Curcumin. BioMed Research International 2014, 1-12. 10. Wen C y cols. Specific Plant Terpenoids and Lignoids Possess Potent Antiviral Activities against Severe Acute Respiratory Syndrome Coronavirus. J. Med. Chem. 2007, 50, 4087-4095"
35,RPCEC00000352,Complete,25/11/2020,25/01/2021,"['secdircg@infomed.sld.cu', 'taniajapon@gmail.com \n\ntaniavaldes@infomed.sld.cu']","1. Zhang H, Penninger JM, Li Y, Zhong N, Slutsky AS. Angiotensin-converting enzyme 2 (ACE2) as a SARS CoV2 receptor: molecular mechanisms and potential therapeutic target. Intensive Care Med. 2020;46(4):586–90.
2. Jia HP, Look DC, Shi L, Hickey M, Pewe L, Netland J, et al. ACE2 receptor expression and severe acute respiratory syndrome coronavirus infection depend on differentiation of human airway epithelia. J Virol.2005;79(23):14614–21.
3. Wang D, Hu B, Hu C, Zhu F, Liu X, Zhang J, Wang B, Xiang H, Cheng Z, Xiong Y, Zhao Y ,Li Y, Wang X ,Peng Z(2020)Clinical characteristics of 138 hospitalized patients with 2019 novel coronavirus-infected pneumonia in Wuhan, China. JAMA 323: 1061–1069. https://doi.org/10.1001/jama.2020.1585 5. Zou L, Ruan F, HuangM,Liang L, Huang
4. H, Hong Z, Yu J, Kang M, Song Y, Xia J, Guo Q, Song T, He J, Yen HL, Peiris M, Wu J (2020) SARS-CoV-2 viral load in upper respiratory specimens of infected patients. N EnglJMed 382:1177–1179.https://doi.org/10. 1056/NEJMc2001737
5. Jean SS, Lee PI, Hsueh PR. Treatment options for COVID-19: the reality and challenges. J Microbiol Immunol Infect. 2020;53(3):436–43.
6. Praditya D, Kirchhoff L, Bru¨ning J, Rachmawati H, Steinmann J, Steinmann E. Anti-infective properties of the golden spice curcumin. Front Microbiol. 2019;10: 912.
7. Blumenthal M, Goldberg A, Brinckmann J. Eds. Herbal Medicine: Expanded Commission E Monographs. Austin, TX: American Botanical Council; Newton, MA: Integrative Medicine Communications. 2000
8. Chainani-Wu N. Safety and Anti-Inflammatory Activity of Curcumin: A Component of Turmeric (Curcuma longa).The Journal of Alternative and Complementary Medicine. Volume 9, Number 1, 2003, pp. 161–168.
9. Zorofchian S y cols. A Review on Antibacterial, Antiviral, and Antifungal Activity of Curcumin. BioMed Research International 2014, 1-12. 10. Wen C y cols. Specific Plant Terpenoids and Lignoids Possess Potent Antiviral Activities against Severe Acute Respiratory Syndrome Coronavirus. J. Med. Chem. 2007, 50, 4087-4095"
36,RPCEC00000353,Pending,30/04/2022,02/03/2021,"['pablo.dias@cigb.edu.cu', 'julio.aguilar@cigb.edu.cu', 'idelsisem@infomed.sld.cu']",No procede
37,RPCEC00000354,Complete,07/11/2021,30/10/2021,"['-', 'mayragc@infomed.sld.cu', 'mcrodriguez@finlay.edu.cu']","1) World health Organization. Report of the WHO-China Joint Mission on Coronavirus Disease 2019 (COVID-19) [Internet]. 2020. Disponible en: h ttps://www.who.int/docs/default-source/coronaviruse/who-china-joint-mission-on-covid-19-final-report.pdf. 
2) Global regulatory workshop on COVID-19 vaccine development. A virtual meeting, held under the umbrella of the International Coalition of Medicines Regulatory Authorities (ICMRA), convening experts from medicines regulatory authorities, the World Health Organisation (WHO) and the European Commission. 
3) Refer to WHO Blueprint information: https://www.who.int/blueprint/priority-diseases/key-action/novel-coronavirus/en/. As shown, multiple SARS-CoV-2 vaccine candidates use same/similar platforms as for the other vaccines for which there are established WHO guidance. 
4) Corman Victor M, Landt Olfert, Kaiser Marco, Molenkamp Richard, Meijer Adam, Chu Daniel KW, Bleicker Tobias, Brünink Sebastian, Schneider Julia, Schmidt Marie Luisa, Mulders Daphne GJC, Haagmans Bart L, van der Veer Bas, van den Brink Sharon, Wijsman Lisa, Goderski Gabriel, Romette Jean-Louis, Ellis Joanna, Zambon Maria, Peiris Malik, Goossens Herman, Reusken Chantal, Koopmans Marion PG, Drosten Christian. Detection of 2019 novel coronavirus (2019- nCoV) by real-time RT-PCR. EuroSurveill. 2020; 25 (3) :pii=2000045. https://doi.org/10.2807 /1560-7917.ES.2020.25.3.2000045. 
5) Relevant WHO documents for SARS-CoV-2 vaccines and other biologicals. Available on: https://www.who.int/biologicals/vaccines/en/. 
6) Guidelines/Recommendations for other vaccines that may share the same/similar platforms as for SARS-CoV-2 vaccine candidates
7) Centro para el Control Estatal de la Calidad de los Medicamentos: Requerimientos para la notificación y el reporte de eventos adversos graves e inesperados en los ensayos clínicos autorizados, Regulación No. 45/2007.
8) Revisiones Bb/La crisis del COVID-19 ha proporcionado al ensayo clínico un papel decisivo y es importante conocer en detalle cómo es este proceso. 
9) WHO. Eventos adversos posvacunales (EAP): Evaluación de la causalidad.[cited 2012 Dic 13], available from:http://www.who.int/immunization safety/publications/aefi/831. 
10) G Jane, S Katrin, H Scott, Jo H Sandra, Heath Paul, H Renald, Hoet B, et al. A local reaction at or near injection site: Case definition and guidelines for collection, analysis, and presentation of immunization safety data. The Brighton Collaboration Local Reactions Working Group for A Local Reaction at or near Injection Site. Vaccine 26 (2008) 6800–6813 U.S. Food and Drug Administration, Center for Drug Evaluation and Research, Center for Biologics Evaluation and Research. Guidance for industry. COVID-19: Developing Drugs and Biological Products for Treatment or Prevention. Silver Spring, MD 20993-0002, May 2020"
38,RPCEC00000356,Pending,12/08/2021,15/03/2021,"['labinfme@infomed.sld.cu', 'aceliac@cencec.sld.cu', 'eduardo.penton@cigb.edu.cu \n\neduardopenton45@gmail.com']",No procede
39,RPCEC00000357,Complete,20/11/2020,22/03/2021,"['ceic.sedesa@gmail.com', 'brendapazmichel@gmail.com', 'prosemed@yahoo.com.mx']","1.- Cabello Guitierrez C, Rosete Olvera DP, Manjarrez Zavala ME. Efecto de una solución electrolizada de superoxidación con pH neutro sobre la infección del virus de influenza A en células MDCK. Revista del Instituto Nacional de Enfermedades Respiratorias, 2009, vol. 22, (4): 280-287
2.- Velazquez-Meza ME, Hernández-Salgado M, Sánchez-Alemán MA . ""Evaluation of the antimicrobial activity of a super oxidized solution in clinical isolates."" Microbial Drug Resistance 2015, vol. 21 (4): 367-372."
40,RPCEC00000359,Complete,25/06/2021,04/04/2022,"['hernandez.bernal@cigb.edu.cu', '-']",No procede
41,RPCEC00000360,Pending,01/08/2022,09/11/2021,"['-', 'mayragc@infomed.sld.cu', 'mcrodriguez@finlay.edu.cu']","1. Design of vaccine efficacy trials to be used during public health emergencies – points of considerations and key principles- www.who.int/blueprint. Ap1-guidelines-online-consultation 
2. WHO Coronavirus Disease (COVID-19) Dashboard (Data last updated: 2021/2/19, 4:18pm CE) Disponible en: https://covid19.who.int/ 
3. Nota informativa sobre la COVID-19 en Cuba: 19 de febrero. Disponible en: http://www.sld.cu/noticia/2021/02/19/nota-informativa-sobre-la-covid-19-en-cuba-19-de-febrero 
4. Martínez-Díaz E, Pérez-Rodríguez R, Herrera-Martínez L, Lage-Dávila A, Castellanos-Serra L. La industria biofarmacéutica cubana en el combate contra la pandemia de COVID-19. Anales de la Academia de Ciencias de Cuba [revista en Internet]. 2020 [citado 2021 Feb 19]; 10(2):[aprox. 0 p.]. Disponible en: http://www.revistaccuba.sld.cu/index.php/revacc/article/view/906 
5. Valdes-Balbin Y, Santana-Mederos D, Quintero L, Fernández S, Rodríguez L, Sanchez Ramírez B, et a. SARS-CoV-2 RBD-Tetanus toxoid conjugate vaccine induces a strong neutralizing immunity in preclinical studies. bioRxiv, 2021. doi: https://doi.org/10.1101/2021.02.08.430146 , https://www.biorxiv.org/content/10.1101/2021.02.08.430146v1 
6. Instituto Finlay de Vacunas. SOBERANA 02A. Registro Público Cubano de Ensayos Clínicos Disponible en: https://rpcec.sld.cu/ensayos/RPCEC00000340-Sp.
7. Instituto Finlay de Vacunas. SOBERANA 02A. Registro Público Cubano de Ensayos Clínicos Disponible en: https://rpcec.sld.cu/ensayos/ RPCEC00000347-Sp
8. Koh D. Occupational risks for COVID-19 infection. Occupational Medicine. 2020 [acceso: 21/04/2020];70(1):3. Disponible en: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7107962/ 
9. Guan W, Ni Z, Hu Y, Liang WH, Ou CQ, He JX, et al. Clinical Characteristics of Coronavirus Disease 2019 in China. N Engl J. Med 2020 [acceso: 21/04/2020];382(18):1708-20. Disponible en: https://doi.org/10.1056/NEJMoa2002032 
10. Associació Catalana de Salut Laboral. Criterios para la gestión de personas especialmente vulnerables y trabajadores/as especialmente sensibles frente al SARS – CoV 2 en las empresas de Cataluña en el contexto de pandemia. Arch Prev Riesgos Labor [Internet]. 2020 [citado 11 May 2020];23(2):[aprox. 19 p.]. Disponible en:  https://archivosdeprevencion.eu/index.php/aprl/article/download/51/27"
42,RPCEC00000361,Pending,30/06/2021,26/03/2021,"['hadier@infomed.sld.cu', 'mayra@cim.sld.cu']","1.	E Montero*, G Reyes†, M Guibert‡, O Torres*, N Rodriguez†, J Estrada†, L Torres§, R Perez*, A Hernandez†, A Lage* Immunodiagnosis and therapeutic immunosuppression in rheumatoid arthritis with ior t1 (anti-CD6) monoclonal antibody. Arthritis Res 2002, 4 (suppl 1).
2. Rodriguez PC. Informe de Ensayo Clínico. Ensayo Clínico Fase I: Evaluación de la toxicidad del AcM humanizado itolizumab (anti-CD6) en pacientes con Artritis Reumatode. Centro de Inmunología Molecular Feb, 2007.
3. Rodríguez PC, Torres-Moya R, Reyes G, Molinero C, Prada D, Lopez AM, Hernández IM, Hernández MV, Martinez JP, Hernández X, et al. A clinical exploratory study with itolizumab, an anti-CD6 monoclonal antibody, in patients with rheumatoid arthritis. Results Immunol 2012; 2:204-11.
4. Rose JW, Watt HE, White AT, Carlson NG. Treatment of multiple sclerosis with an anti-interleukin-2 receptor monoclonal antibody. Ann Neurol 56: 864–867, 2004.
5. Human retrovirology: HTLV. New York: Raven Press; 1990. p. 32732
6. Singer NG, Fox DA, Haqqi TM, Beretta L, Endres JS, Prohaska S, Parnes JR, Bromberg J, Sramkoski RM. CD6: expression during development, apoptosis and selection of human and mouse thymocytes. Int. Immunol. 14: 585-597, 2002.
7. Aira y cols. Immunological and histological evaluation of clinical samples from psoriasis patients treated with anti-CD6 itolizumab. 
8. Aruffo A, Bowen MA, Patel DD, Haynes BF, Starling GC, Gebe JA, Bajorath J. CD6-ligand interactions: a paradigm for SRCR domain function? Immunol. Today 1997; 18:498-504. 
9. Bodian DL, Skonier JE, Bowen MA, Neubauer M, Siadak AW, Aruffo A, Bajorath J. Identification of residues in CD6 which are critical for ligand binding. Biochemistry 1997, 36:2637-2641.
10. Singer, N. G., B. C. Richardson, D. Powers, F. Hooper, F. Lialios, J. Endres, C. M. Bott, and D. A. Fox. Role of the CD6 glycoprotein in antigen-specific and autoreactive responses of cloned human T lymphocytes. Immunology 1996; 88:537.
11. Whitney GS, Starling GC, Bowen MA, Modrell B, Siadak AW, Aruffo A. The membrane-proximal scavenger receptor cysteinerich domain of CD6 contains the activated leukocyte cell adhesion molecule binding site. J Biol Chem 1995, 270:18187-18190.
12. Zimmerman AW, Joosten B, Torensma R, Parnes JR, van Leeuwen FN, Figdor CG. Long-term engagement of CD6 and ALCAM is essential for T-cell proliferation induced by dendritic cells. Blood 2006; 107:3212–3220."
43,RPCEC00000363,Pending,30/09/2021,08/04/2021,"['sresik@ipk.sld.cu', 'orleliebre@infomed.sld.cu', 'pablo.dias@cigb.edu.cu']","1.	World Health Organization Statement on the second meeting of the International Health Regulations (2005) Emergency Committee regarding the outbreak of novel coronavirus (2019-nCoV). https://www.who.int/news-room/detail/30-01-2020
2.	Wuhan seafood market pneumonia virus isolate Wuhan-Hu-1, complete genome. 23 de enero de 2020 (citado 7 de febrero de 2020]; disponible en:  http://www.ncbi.nlm.nih.gov/nuccore/MN908947.3
3.	OPS-OMS. Actualización Epidemiológica. Nuevo coronavirus (COVID-19),  feb. 2020 [Consultado: 3 de abril 2020] Disponible en: https://www.paho.org/sites/default/files/2020-02/2020-feb-28-phe-actualizacionepi-covid19.pdf
4.	WHO. Declaración del Comité de Emergencias del Reglamento Sanitario Internacional acerca del brote del nuevo coronavirus (2019-nCoV). 10 de marzo de 2020. (consultado el 13 abril de 2020). https://www.who.int/es/news-room/detail/30-01-2020-emergency committee regarding the outbreak of novel coronavirus (2019-ncov)
5.	Ministerio de Salud Pública. Partes Diarios oficiales de la COVID-19. Disponibles en: https://temas.sld.cu/coronavirus/covid-19/
6.	Yang X, Yu Y, Xu J, Shu H, Xia J, Liu H, et al. Clinical course and outcomes of critically ill patients with SARS-CoV-2 pneumonia in Wuhan, China: a single-centered, retrospective, observational study. Lancet Respir Med [Internet]. 24 de febrero de 2020 [citado 6 de marzo de 2020];0(0). Disponible en: https://www.thelancet.com/journals/lanres/article/PIIS2213-2600(20)30079-5/abstract 
7.	WHO-Coronavirus disease 2019 (COVID-19) Situation Report-121/2020. https://www.who.int/docs/defaultsource/ coronaviruse/situation-reports/-covid- 19.pdf. 
8.	Ju B, et al. Potent human neutralizing antibodies elicited by SARS-CoV-2 infection. bio Rxiv. 2020. doi:10.1101/2020.03.21.990770
9.	Declaración de Helsinki, actualizada en Fortaleza, Brasil 2013 en:  http://www.wma.net/en/30publications/10policies/b3/index.html 
10.	World Health Organization  Adverse Reaction Terminology WHO-ART  Dictionary 2012 
11.	Causality assessment of an adverse event following immunization (AEFI): user manual for the revised WHO classification (Second edition). 2018 . 
12.	Brodersen K., Gallusser F., Koehler J., et al. Inferring causal impact using Bayesian Structural Time-Series models. The Annals of Applied Statistics 2015, Vol 9, No 1, 247-274. DOI: 10.1214/14-AOAS788."
44,RPCEC00000366,Complete,14/06/2021,19/11/2021,"['vmarsan@infomed.sld.cu', 'ochoa@finlay.edu.cu', 'ycliment@finlay.edu.cu']","1.	Jeyanathan M, Afkhami S, Smaill F, Miller MS, Lichty BD, Xing Zh. Immunological considerations for COVID-19 vaccine strategies. Nature Reviews Immunology. 2020. Disponible en: https://doi.org/10.1038/S41577-020-00434-6
2.	Ministerio de Salud Pública. Protocolo de actuación nacional para la COVID-19. Versión 1.5. La Habana; MINSAP: 2020.
3.	International Society for Infectious Diseases. Estimation of the asymptomatic ratio of novel coronavirus infections (COVID-19). International Journal of Infectious Diseases. 2020;94:154-55.
4.	Salazar E, Kuchipudi SV, Christensen PA, Eagar TN, Yi X, Zhao P, et al. Relationship between anti-spike protein antibody titers and SARS-CoV-2 in vitro virus neutralization in convalescent plasma. bioRxiv preprint. 2020: Disponible en: https://doi.org/10.1101/2020.06.08.138990 
5.	Brouwer PhJM, Caniels TG, van der Straten K, Snitselaar JL, Aldon Y, Bangaru S, et al. Potent neutralizing antibodies from COVID-19 patients define multiple targets of vulnerability. Science. 2020;369:643-50.
6.	Hotez PJ, Corry DB, Strych U, Bottazzi ME. COVID-19 vaccines: neutralizing antibodies and the alum advantage. Nature Reviews Immunology. 2020. Disponible en: https://doi.org/10.1038/S41577-020-0358-6.
7.	Shen Ch, Wang Zh, Zhao F, Yang Y, Li J, Yuan J, et al. Treatment of 5 critically ill patients with COVID-19 with convalescent plasma. JAMA. 2020;27: Disponible en: https://doi.org/10.100/jama.2020.4783  
8.	Yang J, Wang W, Chen Z, Lu S, Yang F, Bi Z, et al. A vaccine targeting the RBD of the S protein of SARS-CoV-2 induces protective immunity. Nature. 2020;29. Disponible en: https://doi.org/10.1038/s41586-020-2599-8 
9.	Alturki SO, Alturki-Sawsan O, Connors J, Cusimano G, Kutzler MA, Izmirly AM, Haddad EK. The 2020 Pandemic: Current SARS-CoV-2 Vaccine Development. Frontiers in Immunology. 2020;11: Disponible en: https://doi.org/10.3389/fimmu.2020.01880 
10.	Chang-Monteagudo A, Ochoa-Azze R, Climent-Ruiz Y, Macías-Abraham C, Rodríguez-Noda L, Valenzuela-Silva C, et al. A single dose of SARS-CoV-2 FINLAY-FR-1A dimeric-RBD recombinant vaccine enhances neutralization response in COVID-19 convalescents, with excellent safety profile. A preliminary report of an open-label phase 1 clinical trial. medRxiv preprint. 2021. Disponible en: https://doi.org/10.1101/2021.02.22.21252091"
